size 50 45
tileset outdoor
visibilityRadius 8
unexplored


encounter "wolves_lvl01" 8 26
encounter "wolves_lvl01" 18 8
encounter "wolves_lvl01" 26 18
encounter "wolves_lvl01" 21 31
encounter "forestRoad_merchant" 42 40
encounter "wolvesBoss_lvl02" 4 35
encounter "orcs_lvl01" 42 21
encounter "orcs_lvl01" 42 5

item 1 "ruraldoor_SW" 43 1
tile base 31 42 base/grass5
tile base 30 42 base/grass4
tile base 29 42 base/grass6
tile base 28 42 base/grass4
tile base 27 42 base/grass3
tile base 26 42 base/grass5
tile base 25 42 base/grass0
tile base 24 42 base/grass2
tile base 23 42 base/grass1
tile base 22 42 base/grass5
tile base 21 42 base/grass4
tile base 20 42 base/grass5
tile base 19 42 base/grass1
tile base 18 42 base/grass0
tile base 17 42 base/grass6
tile base 16 42 base/grass6
tile base 15 42 base/grass0
tile base 14 42 base/grass6
tile base 13 42 base/grass2
tile base 12 42 base/grass5
tile base 11 42 base/grass5
tile base 10 42 base/grass1
tile base 9 42 base/grass6
tile base 8 42 base/grass6
tile base 7 42 base/grass1
tile base 6 42 base/grass3
tile base 5 42 base/grass5
tile base 4 42 base/grass1
tile base 3 42 base/grass5
tile base 2 42 base/grass1
tile base 1 42 base/grass0
tile base 0 42 base/grass4
tile base 49 41 base/grass5
tile base 48 41 base/grass5
tile base 47 41 base/grass5
tile base 46 41 base/grass0
tile base 45 41 base/grass3
tile base 44 41 base/grass5
tile base 43 41 base/grass5
tile base 42 41 base/grass6
tile base 41 41 base/grass0
tile base 40 41 base/dirt0
tile base 39 41 base/dirt5
tile base 38 41 base/dirt0
tile base 37 41 base/dirt3
tile base 36 41 base/dirt6
tile base 35 41 base/dirt3
tile base 34 41 base/dirt4
tile base 33 41 base/grass1
tile base 32 41 base/grass3
tile base 31 41 base/grass0
tile base 30 41 base/grass2
tile base 29 41 base/grass1
tile base 28 41 base/grass5
tile base 27 41 base/grass4
tile base 26 41 base/grass5
tile base 25 41 base/grass0
tile base 24 41 base/grass6
tile base 23 41 base/grass1
tile base 22 41 base/grass4
tile base 21 41 base/grass0
tile base 20 41 base/grass1
tile base 19 41 base/grass2
tile base 18 41 base/grass0
tile base 17 41 base/grass5
tile base 16 41 base/grass3
tile base 15 41 base/grass0
tile base 14 41 base/grass1
tile base 13 41 base/grass5
tile base 12 41 base/grass2
tile base 11 41 base/grass2
tile base 10 41 base/grass0
tile base 9 41 base/grass1
tile base 8 41 base/grass1
tile base 7 41 base/grass3
tile base 6 41 base/grass3
tile base 5 41 base/grass0
tile base 4 41 base/grass3
tile base 3 41 base/grass4
tile base 2 41 base/grass4
tile base 1 41 base/grass5
tile base 0 41 base/grass6
tile base 49 40 base/grass5
tile base 48 40 base/grass1
tile base 47 40 base/grass6
tile base 46 40 base/dirt3
tile base 45 40 base/dirt2
tile base 44 40 base/dirt1
tile base 43 40 base/grass1
tile base 42 40 base/dirt6
tile base 41 40 base/dirt4
tile base 40 40 base/dirt0
tile base 39 40 base/dirt5
tile base 38 40 base/dirt4
tile base 37 40 base/dirt4
tile base 36 40 base/dirt5
tile base 35 40 base/dirt4
tile base 34 40 base/dirt4
tile base 33 40 base/grass2
tile base 32 40 base/grass5
tile base 31 40 base/grass5
tile base 30 40 base/grass3
tile base 29 40 base/grass2
tile base 28 40 base/grass1
tile base 27 40 base/grass5
tile base 26 40 base/grass2
tile base 25 40 base/grass4
tile base 24 40 base/grass6
tile base 23 40 base/grass5
tile base 22 40 base/grass2
tile base 21 40 base/grass5
tile base 20 40 base/grass0
tile base 19 40 base/grass3
tile base 18 40 base/grass5
tile base 17 40 base/grass1
tile base 16 40 base/grass6
tile base 15 40 base/grass3
tile base 14 40 base/grass4
tile base 13 40 base/grass3
tile base 12 40 base/grass4
tile base 11 40 base/grass2
tile base 10 40 base/grass4
tile base 9 40 base/grass4
tile base 8 40 base/grass5
tile base 7 40 base/grass2
tile base 6 40 base/grass1
tile base 5 40 base/grass2
tile base 4 40 base/grass4
tile base 3 40 base/grass1
tile base 2 40 base/grass3
tile base 1 40 base/grass2
tile base 0 40 base/grass0
tile base 49 39 base/grass3
tile base 48 39 base/dirt2
tile base 47 39 base/dirt4
tile base 46 39 base/grass3
tile base 45 39 base/grass6
tile base 44 39 base/grass6
tile base 43 39 base/dirt0
tile base 42 39 base/dirt2
tile base 41 39 base/dirt2
tile base 40 39 base/dirt6
tile base 39 39 base/dirt4
tile base 38 39 base/grass1
tile base 37 39 base/grass3
tile base 36 39 base/grass2
tile base 35 39 base/dirt3
tile base 34 39 base/dirt0
tile base 33 39 base/grass2
tile base 32 39 base/grass2
tile base 31 39 base/grass3
tile base 30 39 base/grass2
tile base 29 39 base/grass6
tile base 28 39 base/grass1
tile base 27 39 base/grass1
tile base 26 39 base/grass6
tile base 25 39 base/grass3
tile base 24 39 base/grass5
tile base 23 39 base/grass1
tile base 22 39 base/grass2
tile base 21 39 base/grass2
tile base 20 39 base/grass5
tile base 19 39 base/grass1
tile base 18 39 base/grass1
tile base 17 39 base/grass6
tile base 16 39 base/grass3
tile base 15 39 base/grass2
tile base 14 39 base/grass2
tile base 13 39 base/grass3
tile base 12 39 base/grass1
tile base 11 39 base/grass6
tile base 10 39 base/grass6
tile base 9 39 base/grass1
tile base 8 39 base/grass3
tile base 7 39 base/grass5
tile base 6 39 base/grass4
tile base 5 39 base/grass0
tile base 4 39 base/grass6
tile base 3 39 base/grass1
tile base 2 39 base/grass0
tile base 1 39 base/grass1
tile base 0 39 base/grass0
tile base 49 38 base/dirt3
tile base 48 38 base/grass4
tile base 47 38 base/grass6
tile base 46 38 base/grass0
tile base 45 38 base/grass0
tile base 44 38 base/grass3
tile base 43 38 base/dirt0
tile base 42 38 base/grass0
tile base 41 38 base/dirt2
tile base 40 38 base/grass4
tile base 39 38 base/dirt0
tile base 38 38 base/grass5
tile base 37 38 base/grass5
tile base 36 38 base/grass5
tile base 35 38 base/grass5
tile base 34 38 base/grass6
tile base 33 38 base/dirt0
tile base 32 38 base/dirt2
tile base 31 38 base/grass6
tile base 30 38 base/grass0
tile base 29 38 base/grass0
tile base 28 38 base/grass1
tile base 27 38 base/grass6
tile base 26 38 base/grass1
tile base 25 38 base/grass4
tile base 24 38 base/grass5
tile base 23 38 base/grass6
tile base 22 38 base/grass0
tile base 21 38 base/grass6
tile base 20 38 base/grass0
tile base 19 38 base/grass2
tile base 18 38 base/grass2
tile base 17 38 base/grass0
tile base 16 38 base/grass0
tile base 15 38 base/grass3
tile base 14 38 base/grass5
tile base 13 38 base/grass0
tile base 12 38 base/grass5
tile base 11 38 base/grass3
tile base 10 38 base/grass0
tile base 9 38 base/grass2
tile base 8 38 base/grass4
tile base 7 38 base/grass3
tile base 6 38 base/grass5
tile base 5 38 base/grass1
tile base 4 38 base/grass5
tile base 3 38 base/grass1
tile base 2 38 base/grass6
tile base 1 38 base/grass2
tile base 0 38 base/grass5
tile base 49 37 base/grass2
tile base 48 37 base/grass6
tile base 47 37 base/grass3
tile base 46 37 base/grass2
tile base 45 37 base/grass6
tile base 44 37 base/grass5
tile base 43 37 base/grass5
tile base 42 37 base/grass5
tile base 41 37 base/grass2
tile base 40 37 base/grass1
tile base 39 37 base/grass3
tile base 38 37 base/grass6
tile base 37 37 base/grass5
tile base 36 37 base/grass5
tile base 35 37 base/grass5
tile base 34 37 base/grass5
tile base 33 37 base/grass6
tile base 32 37 base/grass3
tile base 31 37 base/dirt3
tile base 30 37 base/dirt4
tile base 29 37 base/grass2
tile base 28 37 base/grass3
tile base 27 37 base/grass4
tile base 26 37 base/grass4
tile base 25 37 base/grass4
tile base 24 37 base/grass4
tile base 23 37 base/grass6
tile base 22 37 base/grass5
tile base 21 37 base/grass3
tile base 20 37 base/grass2
tile base 19 37 base/grass1
tile base 18 37 base/grass0
tile base 17 37 base/grass0
tile base 16 37 base/grass2
tile base 15 37 base/grass3
tile base 14 37 base/grass4
tile base 13 37 base/grass3
tile base 12 37 base/grass6
tile base 11 37 base/grass1
tile base 10 37 base/grassdry4
tile base 9 37 base/grass1
tile base 8 37 base/grass4
tile base 7 37 base/grass6
tile base 6 37 base/grass6
tile base 5 37 base/grass2
tile base 4 37 base/grass0
tile base 3 37 base/grass4
tile base 2 37 base/grass1
tile base 1 37 base/grass0
tile base 0 37 base/grass3
tile base 49 36 base/grass0
tile base 48 36 base/grass4
tile base 47 36 base/grass3
tile base 46 36 base/grass3
tile base 45 36 base/grass0
tile base 44 36 base/grass6
tile base 43 36 base/leaves4
tile base 42 36 base/leaves2
tile base 41 36 base/grass4
tile base 40 36 base/grass5
tile base 39 36 base/grass2
tile base 38 36 base/grass1
tile base 37 36 base/grass3
tile base 36 36 base/grass5
tile base 35 36 base/grass4
tile base 34 36 base/grass1
tile base 33 36 base/grass6
tile base 32 36 base/grass6
tile base 31 36 base/grass6
tile base 30 36 base/grass1
tile base 29 36 base/dirt3
tile base 28 36 base/grass3
tile base 27 36 base/grass5
tile base 26 36 base/grass2
tile base 25 36 base/grass2
tile base 24 36 base/grass0
tile base 23 36 base/grass2
tile base 22 36 base/grass2
tile base 21 36 base/grass4
tile base 20 36 base/grass4
tile base 19 36 base/grass0
tile base 18 36 base/grass6
tile base 17 36 base/grass2
tile base 16 36 base/grass3
tile base 15 36 base/grass5
tile base 14 36 base/grass2
tile base 13 36 base/grass6
tile base 12 36 base/grass4
tile base 11 36 base/grass3
tile base 10 36 base/grassdry1
tile base 9 36 base/grassdry1
tile base 8 36 base/grassdry4
tile base 7 36 base/grass1
tile base 6 36 base/grassdry2
tile base 5 36 base/grass3
tile base 4 36 base/grassdry0
tile base 3 36 base/grass6
tile base 2 36 base/grass5
tile base 1 36 base/grass2
tile base 0 36 base/grass0
tile base 49 35 base/grass1
tile base 48 35 base/grass2
tile base 47 35 base/grass2
tile base 46 35 base/grass6
tile base 45 35 base/grass6
tile base 44 35 base/leaves1
tile base 43 35 base/leaves2
tile base 42 35 base/leaves1
tile base 41 35 base/grass3
tile base 40 35 base/grass5
tile base 39 35 base/grass2
tile base 38 35 base/grass6
tile base 37 35 base/grass3
tile base 36 35 base/grass4
tile base 35 35 base/grass6
tile base 34 35 base/grass2
tile base 33 35 base/grass0
tile base 32 35 base/grass0
tile base 31 35 base/grass6
tile base 30 35 base/grass4
tile base 29 35 base/dirt1
tile base 28 35 base/grass1
tile base 27 35 base/grass6
tile base 26 35 base/grass6
tile base 25 35 base/grass1
tile base 24 35 base/grass4
tile base 23 35 base/grass1
tile base 22 35 base/grass4
tile base 21 35 base/grass6
tile base 20 35 base/grass5
tile base 19 35 base/grass2
tile base 18 35 base/grass5
tile base 17 35 base/grass0
tile base 16 35 base/grass2
tile base 15 35 base/grass6
tile base 14 35 base/grass6
tile base 13 35 base/grass2
tile base 12 35 base/grass6
tile base 11 35 base/grassdry5
tile base 10 35 base/grassdry5
tile base 9 35 base/grassdry1
tile base 8 35 base/grassdry4
tile base 7 35 base/grassdry5
tile base 6 35 base/grassdry1
tile base 5 35 base/grassdry1
tile base 4 35 base/grassdry1
tile base 3 35 base/grassdry5
tile base 2 35 base/grassdry2
tile base 1 35 base/grass2
tile base 0 35 base/grass3
tile base 49 34 base/grass5
tile base 48 34 base/grass2
tile base 47 34 base/grass1
tile base 46 34 base/grass0
tile base 45 34 base/grass4
tile base 44 34 base/leaves1
tile base 43 34 base/leaves4
tile base 42 34 base/leaves5
tile base 41 34 base/grass3
tile base 40 34 base/grass3
tile base 39 34 base/grass0
tile base 38 34 base/grass2
tile base 37 34 base/grass6
tile base 36 34 base/grass4
tile base 35 34 base/grass6
tile base 34 34 base/grass1
tile base 33 34 base/grass2
tile base 32 34 base/grass4
tile base 31 34 base/grass5
tile base 30 34 base/grass2
tile base 29 34 base/dirt4
tile base 28 34 base/grass0
tile base 27 34 base/grass3
tile base 26 34 base/grass6
tile base 25 34 base/grass6
tile base 24 34 base/grass3
tile base 23 34 base/grass1
tile base 22 34 base/grass3
tile base 21 34 base/grass2
tile base 20 34 base/grass2
tile base 19 34 base/grass2
tile base 18 34 base/grass5
tile base 17 34 base/grass3
tile base 16 34 base/grass2
tile base 15 34 base/grass2
tile base 14 34 base/grass4
tile base 13 34 base/grass4
tile base 12 34 base/grass6
tile base 11 34 base/grass6
tile base 10 34 base/grass4
tile base 9 34 base/grassdry5
tile base 8 34 base/grassdry1
tile base 7 34 base/grassdry1
tile base 6 34 base/grassdry4
tile base 5 34 base/grassdry0
tile base 4 34 base/grassdry4
tile base 3 34 base/grassdry1
tile base 2 34 base/grass4
tile base 1 34 base/grass3
tile base 0 34 base/grass3
tile base 49 33 base/grass4
tile base 48 33 base/grass5
tile base 47 33 base/grass1
tile base 46 33 base/grass2
tile base 45 33 base/leaves3
tile base 44 33 base/leaves3
tile base 43 33 base/leaves2
tile base 42 33 base/leaves2
tile base 41 33 base/leaves5
tile base 40 33 base/grass5
tile base 39 33 base/grass6
tile base 38 33 base/grass1
tile base 37 33 base/grass5
tile base 36 33 base/grass1
tile base 35 33 base/grass5
tile base 34 33 base/grass5
tile base 33 33 base/grass3
tile base 32 33 base/grass2
tile base 31 33 base/grass4
tile base 30 33 base/grass1
tile base 29 33 base/dirt5
tile base 28 33 base/grass3
tile base 27 33 base/grass2
tile base 26 33 base/grass0
tile base 25 33 base/grass2
tile base 24 33 base/grass1
tile base 23 33 base/grass4
tile base 22 33 base/grass5
tile base 21 33 base/grass3
tile base 20 33 base/grass0
tile base 19 33 base/grass3
tile base 18 33 base/grass0
tile base 17 33 base/grass5
tile base 16 33 base/grass6
tile base 15 33 base/grass6
tile base 14 33 base/grass0
tile base 13 33 base/grass3
tile base 12 33 base/grass0
tile base 11 33 base/grass2
tile base 10 33 base/grass1
tile base 9 33 base/grassdry0
tile base 8 33 base/grassdry0
tile base 7 33 base/grassdry3
tile base 6 33 base/grass6
tile base 5 33 base/grass6
tile base 4 33 base/grass3
tile base 3 33 base/grass4
tile base 2 33 base/grass3
tile base 1 33 base/grass3
tile base 0 33 base/grass2
tile base 49 32 base/grass1
tile base 48 32 base/grass1
tile base 47 32 base/grass1
tile base 46 32 base/grass6
tile base 45 32 base/grass2
tile base 44 32 base/leaves5
tile base 43 32 base/leaves1
tile base 42 32 base/leaves2
tile base 41 32 base/leaves5
tile base 40 32 base/leaves2
tile base 39 32 base/grass2
tile base 38 32 base/grass2
tile base 37 32 base/grass6
tile base 36 32 base/grass1
tile base 35 32 base/grass1
tile base 34 32 base/grass1
tile base 33 32 base/grass0
tile base 32 32 base/grass2
tile base 31 32 base/grass2
tile base 30 32 base/grass2
tile base 29 32 base/dirt1
tile base 28 32 base/grass5
tile base 27 32 base/grass4
tile base 26 32 base/grass4
tile base 25 32 base/grass1
tile base 24 32 base/grass0
tile base 23 32 base/grass5
tile base 22 32 base/grass5
tile base 21 32 base/grass1
tile base 20 32 base/grass4
tile base 19 32 base/grass1
tile base 18 32 base/grass4
tile base 17 32 base/grass5
tile base 16 32 base/grass6
tile base 15 32 base/grass1
tile base 14 32 base/grass5
tile base 13 32 base/grass5
tile base 12 32 base/grass5
tile base 11 32 base/grass4
tile base 10 32 base/grass4
tile base 9 32 base/grass0
tile base 8 32 base/grass0
tile base 7 32 base/grass6
tile base 6 32 base/grass5
tile base 5 32 base/grass6
tile base 4 32 base/grass5
tile base 3 32 base/grass6
tile base 2 32 base/grass1
tile base 1 32 base/grass3
tile base 0 32 base/grass6
tile base 49 31 base/grass2
tile base 48 31 base/grass5
tile base 47 31 base/grass3
tile base 46 31 base/grass3
tile base 45 31 base/leaves0
tile base 44 31 base/grass6
tile base 43 31 base/leaves5
tile base 42 31 base/leaves5
tile base 41 31 base/leaves4
tile base 40 31 base/leaves5
tile base 39 31 base/grass4
tile base 38 31 base/grass5
tile base 37 31 base/grass1
tile base 36 31 base/grass0
tile base 35 31 base/grass3
tile base 34 31 base/grass4
tile base 33 31 base/grass5
tile base 32 31 base/grass5
tile base 31 31 base/grass1
tile base 30 31 base/grass2
tile base 29 31 base/dirt6
tile base 28 31 base/grass5
tile base 27 31 base/grass0
tile base 26 31 base/grass0
tile base 25 31 base/grass2
tile base 24 31 base/grass1
tile base 23 31 base/grass0
tile base 22 31 base/grass4
tile base 21 31 base/grass4
tile base 20 31 base/grass0
tile base 19 31 base/grass5
tile base 18 31 base/grass4
tile base 17 31 base/grass5
tile base 16 31 base/grass6
tile base 15 31 base/grass3
tile base 14 31 base/grass1
tile base 13 31 base/grass4
tile base 12 31 base/grass4
tile base 11 31 base/grass1
tile base 10 31 base/grass5
tile base 9 31 base/grass0
tile base 8 31 base/grass5
tile base 7 31 base/grass2
tile base 6 31 base/grass5
tile base 5 31 base/grass6
tile base 4 31 base/grass6
tile base 3 31 base/grass5
tile base 2 31 base/grass1
tile base 1 31 base/grass6
tile base 0 31 base/grass2
tile base 49 30 base/grass3
tile base 48 30 base/grass5
tile base 47 30 base/grass1
tile base 46 30 base/grass4
tile base 45 30 base/grass6
tile base 44 30 base/grass3
tile base 43 30 base/leaves4
tile base 42 30 base/grass5
tile base 41 30 base/grass5
tile base 40 30 base/grass1
tile base 39 30 base/grass2
tile base 38 30 base/grass4
tile base 37 30 base/grass2
tile base 36 30 base/grass1
tile base 35 30 base/grass0
tile base 34 30 base/grass5
tile base 33 30 base/grass2
tile base 32 30 base/grass2
tile base 31 30 base/grass1
tile base 30 30 base/grass5
tile base 29 30 base/dirt3
tile base 28 30 base/grass4
tile base 27 30 base/grass1
tile base 26 30 base/grass5
tile base 25 30 base/grass3
tile base 24 30 base/grass5
tile base 23 30 base/grass3
tile base 22 30 base/grass5
tile base 21 30 base/grass2
tile base 20 30 base/grass6
tile base 19 30 base/grass2
tile base 18 30 base/grass3
tile base 17 30 base/grass4
tile base 16 30 base/grass6
tile base 15 30 base/grass2
tile base 14 30 base/grass5
tile base 13 30 base/grass3
tile base 12 30 base/grass1
tile base 11 30 base/grass3
tile base 10 30 base/grass0
tile base 9 30 base/grass4
tile base 8 30 base/grass0
tile base 7 30 base/grass0
tile base 6 30 base/grass5
tile base 5 30 base/grass4
tile base 4 30 base/grass2
tile base 3 30 base/grass4
tile base 2 30 base/grass3
tile base 1 30 base/grass0
tile base 0 30 base/grass6
tile base 49 29 base/grass4
tile base 48 29 base/grass2
tile base 47 29 base/grass4
tile base 46 29 base/grass1
tile base 45 29 base/grass1
tile base 44 29 base/grass1
tile base 43 29 base/grass0
tile base 42 29 base/grass3
tile base 41 29 base/grass2
tile base 40 29 base/grass6
tile base 39 29 base/grass6
tile base 38 29 base/grass1
tile base 37 29 base/grass2
tile base 36 29 base/grass3
tile base 35 29 base/grass1
tile base 34 29 base/grass2
tile base 33 29 base/grass5
tile base 32 29 base/grass6
tile base 31 29 base/grass6
tile base 30 29 base/grass2
tile base 29 29 base/dirt0
tile base 28 29 base/grass3
tile base 27 29 base/grass2
tile base 26 29 base/grass3
tile base 25 29 base/grass0
tile base 24 29 base/grass3
tile base 23 29 base/grass1
tile base 22 29 base/grass2
tile base 21 29 base/grass6
tile base 20 29 base/grass1
tile base 19 29 base/grass6
tile base 18 29 base/grass0
tile base 17 29 base/grass4
tile base 16 29 base/grass5
tile base 15 29 base/grass0
tile base 14 29 base/grass1
tile base 13 29 base/grass2
tile base 12 29 base/grass2
tile base 11 29 base/grass0
tile base 10 29 base/grass5
tile base 9 29 base/grass1
tile base 8 29 base/grass3
tile base 7 29 base/grass5
tile base 6 29 base/grass2
tile base 5 29 base/grass6
tile base 4 29 base/grass2
tile base 3 29 base/grass1
tile base 2 29 base/grass5
tile base 1 29 base/grass4
tile base 0 29 base/grass6
tile base 49 28 base/grass1
tile base 48 28 base/grass4
tile base 47 28 base/grass5
tile base 46 28 base/grass0
tile base 45 28 base/grass4
tile base 44 28 base/grass4
tile base 43 28 base/grass1
tile base 42 28 base/grass3
tile base 41 28 base/grass0
tile base 40 28 base/grass1
tile base 39 28 base/grass2
tile base 38 28 base/grass6
tile base 37 28 base/grass4
tile base 36 28 base/grass1
tile base 35 28 base/grass0
tile base 34 28 base/grass5
tile base 33 28 base/grass0
tile base 32 28 base/grass5
tile base 31 28 base/grass0
tile base 30 28 base/grass4
tile base 29 28 base/dirt6
tile base 28 28 base/grass0
tile base 27 28 base/grass6
tile base 26 28 base/grass3
tile base 25 28 base/grass3
tile base 24 28 base/grass4
tile base 23 28 base/grass3
tile base 22 28 base/grass5
tile base 21 28 base/grass5
tile base 20 28 base/grass2
tile base 19 28 base/grass3
tile base 18 28 base/grass1
tile base 17 28 base/grass5
tile base 16 28 base/grass6
tile base 15 28 base/grass1
tile base 14 28 base/grass5
tile base 13 28 base/grass0
tile base 12 28 base/grass3
tile base 11 28 base/grass1
tile base 10 28 base/grass1
tile base 9 28 base/grass4
tile base 8 28 base/grass6
tile base 7 28 base/grass3
tile base 6 28 base/grass6
tile base 5 28 base/grass0
tile base 4 28 base/grass4
tile base 3 28 base/grass5
tile base 2 28 base/grass0
tile base 1 28 base/grass0
tile base 0 28 base/grass2
tile base 49 27 base/grass1
tile base 48 27 base/grass2
tile base 47 27 base/grass4
tile base 46 27 base/grass0
tile base 45 27 base/grass3
tile base 44 27 base/grass2
tile base 43 27 base/grass5
tile base 42 27 base/grass0
tile base 41 27 base/grass2
tile base 40 27 base/grass2
tile base 39 27 base/grass1
tile base 38 27 base/grass4
tile base 37 27 base/grass2
tile base 36 27 base/grass0
tile base 35 27 base/grass3
tile base 34 27 base/grass5
tile base 33 27 base/grass4
tile base 32 27 base/grass5
tile base 31 27 base/grass0
tile base 30 27 base/grass3
tile base 29 27 base/dirt2
tile base 28 27 base/grass2
tile base 27 27 base/grass4
tile base 26 27 base/grass0
tile base 25 27 base/grass2
tile base 24 27 base/grass2
tile base 23 27 base/grass4
tile base 22 27 base/grass0
tile base 21 27 base/grass4
tile base 20 27 base/grass2
tile base 19 27 base/grass0
tile base 18 27 base/grass5
tile base 17 27 base/grass2
tile base 16 27 base/grass2
tile base 15 27 base/grass5
tile base 14 27 base/grass3
tile base 13 27 base/grass2
tile base 12 27 base/grass2
tile base 11 27 base/grass0
tile base 10 27 base/grass4
tile base 9 27 base/grass3
tile base 8 27 base/grass0
tile base 7 27 base/grass0
tile base 6 27 base/grass5
tile base 5 27 base/grass3
tile base 4 27 base/grass6
tile base 3 27 base/grass2
tile base 2 27 base/grass2
tile base 1 27 base/grass6
tile base 0 27 base/grass3
tile base 49 26 base/grass0
tile base 48 26 base/grass6
tile base 47 26 base/grass0
tile base 46 26 base/grass0
tile base 45 26 base/grass0
tile base 44 26 base/grass6
tile base 43 26 base/grass2
tile base 42 26 base/grass6
tile base 41 26 base/grass0
tile base 40 26 base/grass1
tile base 39 26 base/grass4
tile base 38 26 base/grass1
tile base 37 26 base/grass6
tile base 36 26 base/grass5
tile base 35 26 base/grass4
tile base 34 26 base/grass3
tile base 33 26 base/grass3
tile base 32 26 base/grass4
tile base 31 26 base/grass0
tile base 30 26 base/grass5
tile base 29 26 base/dirt3
tile base 28 26 base/grass4
tile base 27 26 base/grass5
tile base 26 26 base/grass2
tile base 25 26 base/grass5
tile base 24 26 base/grass4
tile base 23 26 base/grass0
tile base 22 26 base/grass1
tile base 21 26 base/grass2
tile base 20 26 base/grass4
tile base 19 26 base/grass6
tile base 18 26 base/grass6
tile base 17 26 base/grass3
tile base 16 26 base/grass0
tile base 15 26 base/grass5
tile base 14 26 base/grass4
tile base 13 26 base/grass6
tile base 12 26 base/grass6
tile base 11 26 base/grass0
tile base 10 26 base/grass1
tile base 9 26 base/grass3
tile base 8 26 base/grass3
tile base 7 26 base/grass4
tile base 6 26 base/grass4
tile base 5 26 base/grass6
tile base 4 26 base/grass2
tile base 3 26 base/grass3
tile base 2 26 base/grass0
tile base 1 26 base/grass0
tile base 0 26 base/grass6
tile base 49 25 base/grass1
tile base 48 25 base/grass3
tile base 47 25 base/grass2
tile base 46 25 base/grass5
tile base 45 25 base/grass2
tile base 44 25 base/grass4
