size 30 25
tileset outdoor
visibilityRadius 8
unexplored


encounter "treeants" 3 8
encounter "treeants" 16 19
encounter "undeadLvl15" 23 6

item 1 "chest_lock_superb" 25 17
tile base 8 10 base/dirt3
tile base 7 10 base/dirt5
tile base 6 10 base/dirt4
tile base 5 10 base/dirt5
tile base 4 10 base/dirt1
tile base 3 10 base/dirt3
tile base 2 10 base/dirt4
tile base 1 10 base/dirt4
tile base 0 10 base/dirt1
tile base 29 9 base/stone1
tile base 28 9 base/stone3
tile base 27 9 base/stone2
tile base 26 9 base/stone3
tile base 25 9 base/stone4
tile base 24 9 base/stone0
tile base 23 9 base/stone4
tile base 22 9 base/stone2
tile base 21 9 base/stone4
tile base 20 9 base/stone3
tile base 19 9 base/stone1
tile base 18 9 base/stone4
tile base 17 9 base/stone3
tile base 16 9 base/dirt1
tile base 15 9 base/dirt4
tile base 14 9 base/dirt4
tile base 13 9 base/dirt1
tile base 12 9 base/dirt6
tile base 11 9 base/dirt4
tile base 10 9 base/dirt0
tile base 9 9 base/dirt0
tile base 8 9 base/dirt0
tile base 7 9 base/dirt6
tile base 6 9 base/dirt3
tile base 5 9 base/dirt6
tile base 4 9 base/dirt2
tile base 3 9 base/dirt3
tile base 2 9 base/dirt1
tile base 1 9 base/dirt6
tile base 0 9 base/dirt0
tile base 29 8 base/stone3
tile base 28 8 base/stone2
tile base 27 8 base/stone2
tile base 26 8 base/stone3
tile base 25 8 base/stone2
tile base 24 8 base/stone4
tile base 23 8 base/stone4
tile base 22 8 base/stone0
tile base 21 8 base/stone4
tile base 20 8 base/stone1
tile base 19 8 base/stone0
tile base 18 8 base/stone3
tile base 17 8 base/stone4
tile base 16 8 base/stone1
tile base 15 8 base/stone4
tile base 14 8 base/stone4
tile base 13 8 base/dirt6
tile base 12 8 base/dirt1
tile base 11 8 base/dirt5
tile base 10 8 base/dirt0
tile base 9 8 base/dirt1
tile base 8 8 base/dirt0
tile base 7 8 base/dirt3
tile base 6 8 base/dirt4
tile base 5 8 base/dirt6
tile base 4 8 base/dirt2
tile base 3 8 base/dirt3
tile base 2 8 base/dirt1
tile base 1 8 base/dirt2
tile base 0 8 base/dirt3
tile base 29 7 base/stone2
tile base 28 7 base/stone0
tile base 27 7 base/stone2
tile base 26 7 base/stone2
tile base 25 7 base/stone4
tile base 24 7 base/stone0
tile base 23 7 base/stone4
tile base 22 7 base/stone4
tile base 21 7 base/stone0
tile base 20 7 base/stone4
tile base 19 7 base/stone3
tile base 18 7 base/stone4
tile base 17 7 base/stone4
tile base 16 7 base/stone1
tile base 15 7 base/stone4
tile base 14 7 base/stone3
tile base 13 7 base/dirt6
tile base 12 7 base/dirt6
tile base 11 7 base/dirt4
tile base 10 7 base/dirt4
tile base 9 7 base/dirt5
tile base 8 7 base/dirt1
tile base 7 7 base/dirt4
tile base 6 7 base/dirt5
tile base 5 7 base/dirt6
tile base 4 7 base/dirt3
tile base 3 7 base/dirt0
tile base 2 7 base/dirt6
tile base 1 7 base/dirt3
tile base 0 7 base/dirt5
tile base 29 6 base/stone3
tile base 28 6 base/stone3
tile base 27 6 base/stone4
tile base 26 6 base/stone2
tile base 25 6 base/stone3
tile base 24 6 base/stone0
tile base 23 6 base/stone2
tile base 22 6 base/stone4
tile base 21 6 base/stone1
tile base 20 6 base/stone0
tile base 19 6 base/stone1
tile base 18 6 base/stone4
tile base 17 6 base/stone4
tile base 16 6 base/stone4
tile base 15 6 base/stone0
tile base 14 6 base/stone3
tile base 13 6 base/stone3
tile base 12 6 base/dirt3
tile base 11 6 base/dirt2
tile base 10 6 base/dirt2
tile base 9 6 base/dirt3
tile base 8 6 base/dirt2
tile base 7 6 base/dirt4
tile base 6 6 base/dirt2
tile base 5 6 base/dirt1
tile base 4 6 base/dirt1
tile base 3 6 base/dirt3
tile base 2 6 base/dirt3
tile base 1 6 base/dirt3
tile base 0 6 base/dirt0
tile base 29 5 base/stone1
tile base 28 5 base/stone4
tile base 27 5 base/stone4
tile base 26 5 base/stone1
tile base 25 5 base/stone4
tile base 24 5 base/stone4
tile base 23 5 base/stone4
tile base 22 5 base/stone4
tile base 21 5 base/stone0
tile base 20 5 base/stone2
tile base 19 5 base/stone1
tile base 18 5 base/stone2
tile base 17 5 base/stone2
tile base 16 5 base/stone4
tile base 15 5 base/stone0
tile base 14 5 base/stone1
tile base 13 5 base/stone1
tile base 12 5 base/stone0
tile base 11 5 base/dirt6
tile base 10 5 base/dirt0
tile base 9 5 base/dirt1
tile base 8 5 base/dirt5
tile base 7 5 base/dirt0
tile base 6 5 base/dirt1
tile base 5 5 base/dirt5
tile base 4 5 base/dirt0
tile base 3 5 base/dirt2
tile base 2 5 base/dirt2
tile base 1 5 base/dirt0
tile base 0 5 base/dirt4
tile base 29 4 base/stone1
tile base 28 4 base/stone4
tile base 27 4 base/stone4
tile base 26 4 base/stone0
tile base 25 4 base/stone0
tile base 24 4 base/stone4
tile base 23 4 base/stone3
tile base 22 4 base/stone4
tile base 21 4 base/stone3
tile base 20 4 base/stone3
tile base 19 4 base/stone0
tile base 18 4 base/stone4
tile base 17 4 base/stone4
tile base 16 4 base/stone2
tile base 15 4 base/stone3
tile base 14 4 base/stone1
tile base 13 4 base/stone3
tile base 12 4 base/stone2
tile base 11 4 base/dirt0
tile base 10 4 base/dirt2
tile base 9 4 base/dirt5
tile base 8 4 base/dirt5
tile base 7 4 base/dirt4
tile base 6 4 base/dirt5
tile base 5 4 base/dirt1
tile base 4 4 base/dirt2
tile base 3 4 base/dirt2
tile base 2 4 base/dirt6
tile base 1 4 base/dirt4
tile base 0 4 base/dirt5
tile base 29 3 base/stone4
tile base 28 3 base/stone4
tile base 27 3 base/stone1
tile base 26 3 base/stone0
tile base 25 3 base/stone0
tile base 24 3 base/stone4
tile base 23 3 base/stone4
tile base 22 3 base/stone4
tile base 21 3 base/stone2
tile base 20 3 base/stone1
tile base 19 3 base/stone0
tile base 18 3 base/stone3
tile base 17 3 base/stone3
tile base 16 3 base/stone2
tile base 15 3 base/stone0
tile base 14 3 base/stone4
tile base 13 3 base/stone0
tile base 12 3 base/stone1
tile base 11 3 base/stone1
tile base 10 3 base/dirt5
tile base 9 3 base/dirt3
tile base 8 3 base/dirt6
tile base 7 3 base/dirt1
tile base 6 3 base/dirt6
tile base 5 3 base/dirt3
tile base 4 3 base/dirt2
tile base 3 3 base/dirt4
tile base 2 3 base/dirt5
tile base 1 3 base/dirt5
tile base 0 3 base/dirt6
tile base 29 2 base/stone1
tile base 28 2 base/stone3
tile base 27 2 base/stone2
tile base 26 2 base/stone2
tile base 25 2 base/stone1
tile base 24 2 base/stone1
tile base 23 2 base/stone4
tile base 22 2 base/stone4
tile base 21 2 base/stone2
tile base 20 2 base/stone3
tile base 19 2 base/stone0
tile base 18 2 base/stone1
tile base 17 2 base/stone4
tile base 16 2 base/stone4
tile base 15 2 base/stone4
tile base 14 2 base/stone0
tile base 13 2 base/stone3
tile base 12 2 base/stone4
tile base 11 2 base/stone3
tile base 10 2 base/stone1
tile base 9 2 base/dirt5
tile base 8 2 base/stone2
tile base 7 2 base/dirt0
tile base 6 2 base/dirt0
tile base 5 2 base/dirt0
tile base 4 2 base/dirt2
tile base 3 2 base/dirt5
tile base 2 2 base/dirt0
tile base 1 2 base/dirt3
tile base 0 2 base/dirt2
tile base 29 1 base/stone4
tile base 28 1 base/stone0
tile base 27 1 base/stone4
tile base 26 1 base/stone3
tile base 25 1 base/stone4
tile base 24 1 base/stone1
tile base 23 1 base/stone3
tile base 22 1 base/stone4
tile base 21 1 base/stone4
tile base 20 1 base/stone4
tile base 19 1 base/stone1
tile base 18 1 base/stone4
tile base 17 1 base/stone4
tile base 16 1 base/stone4
tile base 15 1 base/stone2
tile base 14 1 base/stone0
tile base 13 1 base/stone1
tile base 12 1 base/stone0
tile base 11 1 base/stone4
tile base 10 1 base/stone2
tile base 9 1 base/stone4
tile base 8 1 base/stone1
tile base 7 1 base/dirt6
tile base 6 1 base/dirt3
tile base 5 1 base/dirt3
tile base 4 1 base/dirt2
tile base 3 1 base/dirt1
tile base 2 1 base/dirt4
tile base 1 1 base/dirt1
tile base 0 1 base/dirt1
tile base 29 0 base/stone4
tile base 28 0 base/stone4
tile base 27 0 base/stone4
tile base 26 0 base/stone1
tile base 25 0 base/stone0
tile base 24 0 base/stone1
tile base 23 0 base/stone1
tile base 22 0 base/stone4
tile base 21 0 base/stone4
tile base 20 0 base/stone4
tile base 19 0 base/stone4
tile base 18 0 base/stone4
tile base 17 0 base/stone4
tile base 16 0 base/stone2
tile base 15 0 base/stone4
tile base 14 0 base/stone1
tile base 13 0 base/stone4
tile base 12 0 base/stone4
tile base 11 0 base/stone3
tile base 10 0 base/stone4
tile base 9 0 base/stone1
tile base 8 0 base/stone0
tile base 7 0 base/dirt3
tile base 6 0 base/dirt6
tile base 5 0 base/dirt0
tile base 4 0 base/dirt6
tile base 3 0 base/dirt2
tile base 2 0 base/dirt1
tile base 1 0 base/dirt4
tile base 0 0 base/dirt6
tile borders 15 23 borders/grass-s-sw
tile borders 15 23 borders/grass-s-sw-nw
tile borders 15 22 borders/grass-sw-nw
tile borders 15 21 borders/grass-sw
tile borders 14 21 borders/grass-s-sw
tile borders 14 21 borders/grass-s-sw-nw
tile borders 14 20 borders/grass-sw-nw
tile borders 10 20 borders/grass-ne-se
tile borders 10 20 borders/grass-se-s-sw
tile borders 22 19 borders/stone-n
tile borders 14 19 borders/grass-sw
tile borders 12 19 borders/grass-se
tile borders 12 19 borders/grass-se-s
tile borders 12 19 borders/grass-se-s-sw
tile borders 10 19 borders/grass-se
tile borders 9 19 borders/grass-s-sw
tile borders 9 19 borders/grass-s-sw-nw
tile borders 23 18 borders/stone-nw
tile borders 21 18 borders/stone-n
tile borders 21 18 borders/stone-ne
tile borders 20 18 borders/stone-ne
tile borders 13 18 borders/grass-s
tile borders 11 18 borders/grass-s
tile borders 9 18 borders/grass-sw-nw
tile borders 24 17 borders/stone-n
tile borders 24 17 borders/stone-nw
tile borders 23 17 borders/stone-sw
tile borders 23 17 borders/stone-nw
tile borders 23 17 borders/stone-n
tile borders 20 17 borders/stone-n
tile borders 20 17 borders/stone-ne
tile borders 20 17 borders/stone-se
tile borders 9 17 borders/grass-sw-nw
tile borders 29 16 borders/stone-n
tile borders 28 16 borders/stone-n
tile borders 28 16 borders/stone-ne
tile borders 25 16 borders/stone-nw
tile borders 19 16 borders/stone-ne
tile borders 9 16 borders/grass-sw
tile borders 8 16 borders/grass-s-sw
tile borders 27 15 borders/stone-n
tile borders 27 15 borders/stone-ne
tile borders 26 15 borders/stone-n
tile borders 26 15 borders/stone-ne
tile borders 26 15 borders/stone-nw
tile borders 25 15 borders/stone-sw
tile borders 25 15 borders/stone-nw
tile borders 25 15 borders/stone-n
tile borders 19 15 borders/stone-ne
tile borders 19 15 borders/stone-se
tile borders 7 15 borders/grass-s-sw
tile borders 7 15 borders/grass-s-sw-nw
tile borders 19 14 borders/stone-ne
tile borders 19 14 borders/stone-se
tile borders 7 14 borders/grass-sw
tile borders 6 14 borders/grass-s-sw
tile borders 19 13 borders/stone-ne
tile borders 19 13 borders/stone-se
tile borders 5 13 borders/grass-s-sw
tile borders 4 13 borders/grass-s-sw
tile borders 19 12 borders/stone-n
tile borders 19 12 borders/stone-ne
tile borders 19 12 borders/stone-se
tile borders 18 12 borders/stone-ne
tile borders 3 12 borders/grass-s-sw
tile borders 2 12 borders/grass-s-sw
tile borders 18 11 borders/stone-n
tile borders 18 11 borders/stone-ne
tile borders 18 11 borders/stone-se
tile borders 1 11 borders/grass-s-sw
tile borders 17 10 borders/stone-ne
tile borders 17 10 borders/stone-n
tile borders 16 10 borders/stone-ne
tile borders 16 9 borders/stone-n
tile borders 16 9 borders/stone-ne
tile borders 16 9 borders/stone-se
tile borders 16 9 borders/stone-nw
tile borders 15 9 borders/stone-n
tile borders 14 9 borders/stone-n
tile borders 14 9 borders/stone-ne
tile borders 13 8 borders/stone-ne
tile borders 13 7 borders/stone-n
tile borders 13 7 borders/stone-ne
tile borders 13 7 borders/stone-se
tile borders 12 7 borders/stone-ne
tile borders 12 6 borders/stone-n
tile borders 12 6 borders/stone-ne
tile borders 12 6 borders/stone-se
tile borders 11 5 borders/stone-ne
tile borders 11 4 borders/stone-n
tile borders 11 4 borders/stone-ne
tile borders 11 4 borders/stone-se
tile borders 10 4 borders/stone-ne
tile borders 10 3 borders/stone-n
tile borders 10 3 borders/stone-ne
tile borders 10 3 borders/stone-se
tile borders 8 3 borders/stone-n
tile borders 9 2 borders/stone-nw
tile borders 9 2 borders/stone-n
tile borders 9 2 borders/stone-ne
tile borders 7 2 borders/stone-ne
tile borders 7 1 borders/stone-ne
tile borders 7 1 borders/stone-se
tile borders 7 0 borders/stone-ne
tile borders 7 0 borders/stone-se
tile entity 19 24 features/shrub06
tile entity 15 24 features/shrub03
tile entity 26 23 features/shrub03
tile entity 23 23 features/shrub06
tile entity 22 23 features/shrub03
tile entity 19 23 features/shrub03
tile entity 15 23 features/shrub06
tile entity 12 23 features/shrub03
tile entity 28 22 features/shrub03
tile entity 26 22 features/shrub06
tile entity 10 20 cliffs/concave-br
tile entity 10 20 cliffs/concave-bl
tile entity 28 19 features/shrub04
tile entity 11 19 cliffs/concave-r
tile entity 9 19 cliffs/concave-bl
tile entity 9 19 cliffs/convex-tr
tile entity 8 19 cliffs/concave-l
tile entity 2 19 features/shrub06
tile entity 27 18 features/shrub01
tile entity 11 18 cliffs/concave-r
tile entity 11 18 cliffs/convex-l
tile entity 8 18 cliffs/concave-l
tile entity 8 18 cliffs/convex-r
tile entity 24 17 cliffs/convex-tl
tile entity 24 17 cliffs/concave-br
tile entity 23 17 cliffs/concave-br
tile entity 23 17 cliffs/concave-bl
tile entity 22 17 cliffs/convex-tr
tile entity 22 17 cliffs/concave-bl
tile entity 11 17 cliffs/concave-r
tile entity 11 17 cliffs/convex-l
tile entity 8 17 cliffs/concave-l
tile entity 8 17 cliffs/convex-r
tile entity 29 16 cliffs/concave-bl
tile entity 28 16 cliffs/concave-bl
tile entity 28 16 cliffs/convex-tr
tile entity 27 16 features/shrub04
tile entity 25 16 cliffs/concave-r
tile entity 21 16 cliffs/concave-l
tile entity 11 16 cliffs/concave-r
tile entity 11 16 cliffs/convex-l
tile entity 8 16 cliffs/convex-r
tile entity 8 16 cliffs/convex-tr
tile entity 8 16 cliffs/concave-bl
tile entity 1 16 features/shrub06
tile entity 27 15 cliffs/concave-bl
tile entity 27 15 cliffs/convex-tr
tile entity 26 15 cliffs/convex-tl
tile entity 26 15 cliffs/convex-tr
tile entity 25 15 cliffs/concave-br
tile entity 25 15 cliffs/convex-l
tile entity 25 15 cliffs/convex-tl
tile entity 21 15 cliffs/concave-l
tile entity 21 15 cliffs/convex-r
