size 50 40
tileset cave
visibilityRadius 6
unexplored


encounter "deepDwarves_lvl10" 28 28
encounter "deepDwarves_lvl10" 16 25
encounter "deepDwarves_lvl10" 42 32
encounter "deepDwarves_lvl10" 31 19
encounter "deepDwarves_lvl10" 21 12
encounter "deepDwarves_lvl10" 19 5
encounter "slaverCampSlaves" 38 6

item 1 "slaverCampDoor" 35 7
tile 0 36 24 layer0/chasm
tile 0 35 24 layer0/chasm
tile 0 34 24 layer0/chasm
tile 0 33 24 layer0/chasm
tile 0 32 24 layer0/chasm
tile 0 21 24 layer0/floor
tile 0 20 24 layer0/floor
tile 0 19 24 layer0/floor
tile 0 18 24 layer0/floor
tile 0 17 24 layer0/floor
tile 0 16 24 layer0/floor
tile 0 15 24 layer0/floor
tile 0 14 24 layer0/floor4
tile 0 13 24 layer0/floor
tile 0 12 24 layer0/floor
tile 0 11 24 layer0/floor
tile 0 6 24 layer0/floor
tile 0 5 24 layer0/floor
tile 0 4 24 layer0/floor
tile 0 45 23 layer0/chasm
tile 0 44 23 layer0/chasm
tile 0 43 23 layer0/chasm
tile 0 42 23 layer0/chasm
tile 0 41 23 layer0/chasm
tile 0 40 23 layer0/chasm
tile 0 39 23 layer0/chasm
tile 0 38 23 layer0/chasm
tile 0 37 23 layer0/chasm
tile 0 36 23 layer0/chasm
tile 0 35 23 layer0/chasm
tile 0 34 23 layer0/floor4
tile 0 33 23 layer0/chasm
tile 0 32 23 layer0/floor4
tile 0 31 23 layer0/floor
tile 0 30 23 layer0/floor
tile 0 29 23 layer0/floor2
tile 0 28 23 layer0/floor
tile 0 22 23 layer0/floor
tile 0 21 23 layer0/floor2
tile 0 20 23 layer0/floor
tile 0 19 23 layer0/floor
tile 0 18 23 layer0/floor
tile 0 17 23 layer0/floor5
tile 0 16 23 layer0/floor
tile 0 15 23 layer0/floor
tile 0 14 23 layer0/floor
tile 0 13 23 layer0/floor
tile 0 7 23 layer0/floor
tile 0 6 23 layer0/floor
tile 0 5 23 layer0/floor3
tile 0 43 22 layer0/chasm
tile 0 42 22 layer0/chasm
tile 0 41 22 layer0/chasm
tile 0 39 22 layer0/chasm
tile 0 36 22 layer0/floor3
tile 0 35 22 layer0/floor6
tile 0 34 22 layer0/floor
tile 0 33 22 layer0/floor
tile 0 32 22 layer0/floor2
tile 0 31 22 layer0/floor
tile 0 30 22 layer0/floor
tile 0 29 22 layer0/floor
tile 0 28 22 layer0/floor
tile 0 24 22 layer0/floor6
tile 0 22 22 layer0/floor
tile 0 21 22 layer0/floor
tile 0 20 22 layer0/floor5
tile 0 18 22 layer0/chasm
tile 0 17 22 layer0/floor
tile 0 16 22 layer0/chasm
tile 0 15 22 layer0/floor3
tile 0 14 22 layer0/floor
tile 0 13 22 layer0/floor
tile 0 8 22 layer0/floor2
tile 0 7 22 layer0/floor
tile 0 6 22 layer0/floor
tile 0 5 22 layer0/floor5
tile 0 36 21 layer0/floor
tile 0 35 21 layer0/floor5
tile 0 34 21 layer0/floor6
tile 0 33 21 layer0/floor2
tile 0 32 21 layer0/floor
tile 0 31 21 layer0/floor
tile 0 30 21 layer0/floor
tile 0 29 21 layer0/floor
tile 0 28 21 layer0/floor
tile 0 27 21 layer0/floor
tile 0 25 21 layer0/floor
tile 0 24 21 layer0/floor
tile 0 23 21 layer0/floor
tile 0 22 21 layer0/floor
tile 0 21 21 layer0/floor
tile 0 20 21 layer0/floor
tile 0 19 21 layer0/chasm
tile 0 18 21 layer0/chasm
tile 0 17 21 layer0/chasm
tile 0 16 21 layer0/chasm
tile 0 15 21 layer0/chasm
tile 0 8 21 layer0/floor
tile 0 7 21 layer0/floor
tile 0 6 21 layer0/floor
tile 0 36 20 layer0/floor
tile 0 35 20 layer0/floor
tile 0 34 20 layer0/floor
tile 0 33 20 layer0/floor
tile 0 32 20 layer0/floor
tile 0 31 20 layer0/floor
tile 0 30 20 layer0/floor
tile 0 29 20 layer0/floor2
tile 0 28 20 layer0/floor
tile 0 27 20 layer0/floor
tile 0 26 20 layer0/floor
tile 0 25 20 layer0/floor5
tile 0 24 20 layer0/floor
tile 0 23 20 layer0/floor
tile 0 22 20 layer0/chasm
tile 0 21 20 layer0/floor
tile 0 20 20 layer0/chasm
tile 0 19 20 layer0/chasm
tile 0 18 20 layer0/chasm
tile 0 17 20 layer0/chasm
tile 0 16 20 layer0/chasm
tile 0 15 20 layer0/chasm
tile 0 14 20 layer0/chasm
tile 0 9 20 layer0/floor
tile 0 8 20 layer0/floor6
tile 0 7 20 layer0/floor4
tile 0 35 19 layer0/floor
tile 0 34 19 layer0/floor2
tile 0 33 19 layer0/floor
tile 0 32 19 layer0/floor
tile 0 31 19 layer0/floor
tile 0 30 19 layer0/floor
tile 0 29 19 layer0/floor
tile 0 28 19 layer0/floor3
tile 0 27 19 layer0/floor4
tile 0 26 19 layer0/floor
tile 0 25 19 layer0/floor
tile 0 24 19 layer0/floor6
tile 0 23 19 layer0/floor
tile 0 22 19 layer0/chasm
tile 0 21 19 layer0/chasm
tile 0 20 19 layer0/chasm
tile 0 19 19 layer0/chasm
tile 0 18 19 layer0/chasm
tile 0 17 19 layer0/chasm
tile 0 16 19 layer0/chasm
tile 0 15 19 layer0/chasm
tile 0 14 19 layer0/chasm
tile 0 9 19 layer0/floor3
tile 0 8 19 layer0/floor
tile 0 7 19 layer0/floor3
tile 0 34 18 layer0/floor
tile 0 33 18 layer0/floor
tile 0 32 18 layer0/floor
tile 0 31 18 layer0/floor
tile 0 30 18 layer0/floor2
tile 0 29 18 layer0/floor
tile 0 28 18 layer0/floor
tile 0 27 18 layer0/floor
tile 0 26 18 layer0/floor
tile 0 25 18 layer0/floor
tile 0 24 18 layer0/floor
tile 0 23 18 layer0/chasm
tile 0 22 18 layer0/chasm
tile 0 21 18 layer0/chasm
tile 0 20 18 layer0/chasm
tile 0 19 18 layer0/chasm
tile 0 18 18 layer0/chasm
tile 0 17 18 layer0/chasm
tile 0 16 18 layer0/chasm
tile 0 15 18 layer0/chasm
tile 0 9 18 layer0/floor
tile 0 8 18 layer0/floor5
tile 0 7 18 layer0/floor
tile 0 33 17 layer0/floor2
tile 0 32 17 layer0/floor2
tile 0 31 17 layer0/floor
tile 0 30 17 layer0/floor2
tile 0 29 17 layer0/floor
tile 0 28 17 layer0/floor
tile 0 27 17 layer0/floor
tile 0 26 17 layer0/floor6
tile 0 25 17 layer0/floor4
tile 0 24 17 layer0/floor3
tile 0 23 17 layer0/floor
tile 0 22 17 layer0/floor4
tile 0 21 17 layer0/floor
tile 0 20 17 layer0/floor
tile 0 19 17 layer0/floor
tile 0 18 17 layer0/floor
tile 0 17 17 layer0/chasm
tile 0 16 17 layer0/chasm
tile 0 15 17 layer0/chasm
tile 0 9 17 layer0/floor
tile 0 8 17 layer0/floor
tile 0 7 17 layer0/floor
tile 0 32 16 layer0/floor4
tile 0 31 16 layer0/floor5
tile 0 30 16 layer0/floor6
tile 0 27 16 layer0/floor
tile 0 26 16 layer0/floor
tile 0 25 16 layer0/floor
tile 0 24 16 layer0/floor
tile 0 23 16 layer0/floor5
tile 0 22 16 layer0/floor2
tile 0 21 16 layer0/floor
tile 0 20 16 layer0/floor
tile 0 19 16 layer0/floor
tile 0 18 16 layer0/floor
tile 0 16 16 layer0/floor5
tile 0 10 16 layer0/floor
tile 0 9 16 layer0/floor
tile 0 8 16 layer0/floor2
tile 0 32 15 layer0/floor
tile 0 31 15 layer0/floor
tile 0 27 15 layer0/floor
tile 0 26 15 layer0/floor4
tile 0 25 15 layer0/floor
tile 0 24 15 layer0/floor
tile 0 23 15 layer0/floor2
tile 0 22 15 layer0/floor
tile 0 21 15 layer0/floor
tile 0 20 15 layer0/floor
tile 0 19 15 layer0/floor5
tile 0 18 15 layer0/floor
tile 0 17 15 layer0/floor3
tile 0 16 15 layer0/floor5
tile 0 15 15 layer0/floor
tile 0 10 15 layer0/floor2
tile 0 9 15 layer0/floor6
tile 0 8 15 layer0/floor5
tile 0 32 14 layer0/floor3
tile 0 31 14 layer0/floor
tile 0 27 14 layer0/floor
tile 0 26 14 layer0/floor
tile 0 25 14 layer0/floor2
tile 0 24 14 layer0/floor
tile 0 23 14 layer0/floor
tile 0 22 14 layer0/floor5
tile 0 21 14 layer0/floor
tile 0 20 14 layer0/floor
tile 0 19 14 layer0/floor
tile 0 18 14 layer0/floor
tile 0 17 14 layer0/floor
tile 0 16 14 layer0/floor5
tile 0 15 14 layer0/floor4
tile 0 10 14 layer0/floor3
tile 0 9 14 layer0/floor
tile 0 8 14 layer0/floor
tile 0 32 13 layer0/floor
tile 0 31 13 layer0/floor
tile 0 27 13 layer0/floor
tile 0 26 13 layer0/floor6
tile 0 25 13 layer0/floor
tile 0 24 13 layer0/floor5
tile 0 23 13 layer0/floor
tile 0 22 13 layer0/floor
tile 0 21 13 layer0/floor
tile 0 20 13 layer0/floor
tile 0 19 13 layer0/floor
tile 0 18 13 layer0/floor
tile 0 17 13 layer0/floor
tile 0 16 13 layer0/floor
tile 0 10 13 layer0/floor
tile 0 9 13 layer0/floor
tile 0 8 13 layer0/floor
tile 0 32 12 layer0/floor
tile 0 31 12 layer0/floor
tile 0 27 12 layer0/floor
tile 0 26 12 layer0/floor
tile 0 25 12 layer0/floor
tile 0 24 12 layer0/floor
tile 0 23 12 layer0/floor
tile 0 22 12 layer0/floor
tile 0 21 12 layer0/floor
tile 0 20 12 layer0/floor
tile 0 19 12 layer0/floor
tile 0 17 12 layer0/floor
tile 0 10 12 layer0/floor
tile 0 9 12 layer0/floor
tile 0 8 12 layer0/floor
tile 0 34 11 layer0/floor
tile 0 33 11 layer0/floor
tile 0 32 11 layer0/floor
tile 0 27 11 layer0/floor4
tile 0 26 11 layer0/floor
tile 0 25 11 layer0/floor6
tile 0 24 11 layer0/floor
tile 0 23 11 layer0/floor
tile 0 22 11 layer0/floor
tile 0 21 11 layer0/floor2
tile 0 10 11 layer0/floor2
tile 0 9 11 layer0/floor3
tile 0 8 11 layer0/floor4
tile 0 42 10 layer0/floor3
tile 0 40 10 layer0/floor4
tile 0 38 10 layer0/floor5
tile 0 37 10 layer0/floor
tile 0 36 10 layer0/floor
tile 0 35 10 layer0/floor6
tile 0 34 10 layer0/floor
tile 0 33 10 layer0/floor
tile 0 32 10 layer0/floor5
tile 0 25 10 layer0/floor2
tile 0 10 10 layer0/floor3
tile 0 9 10 layer0/floor6
tile 0 8 10 layer0/floor
tile 0 43 9 layer0/floor
tile 0 42 9 layer0/floor
tile 0 41 9 layer0/floor3
tile 0 40 9 layer0/floor2
tile 0 39 9 layer0/floor
tile 0 38 9 layer0/floor
tile 0 37 9 layer0/floor
tile 0 36 9 layer0/floor
tile 0 35 9 layer0/floor4
tile 0 34 9 layer0/floor
tile 0 33 9 layer0/floor
tile 0 32 9 layer0/floor
tile 0 30 9 layer0/floor
tile 0 20 9 layer0/floor
tile 0 19 9 layer0/floor4
tile 0 18 9 layer0/floor
tile 0 17 9 layer0/floor3
tile 0 16 9 layer0/floor
tile 0 10 9 layer0/floor3
tile 0 9 9 layer0/floor
tile 0 8 9 layer0/floor3
tile 0 43 8 layer0/floor3
tile 0 42 8 layer0/floor5
tile 0 41 8 layer0/floor4
tile 0 40 8 layer0/floor
tile 0 39 8 layer0/floor2
tile 0 38 8 layer0/floor
tile 0 36 8 layer0/floor
tile 0 35 8 layer0/floor
tile 0 34 8 layer0/floor
tile 0 33 8 layer0/floor4
tile 0 32 8 layer0/floor
tile 0 31 8 layer0/floor
tile 0 30 8 layer0/floor
tile 0 29 8 layer0/floor
tile 0 28 8 layer0/floor
tile 0 21 8 layer0/floor
tile 0 20 8 layer0/floor
tile 0 19 8 layer0/floor3
tile 0 18 8 layer0/floor
tile 0 17 8 layer0/floor
tile 0 16 8 layer0/floor
tile 0 15 8 layer0/floor5
tile 0 14 8 layer0/floor5
tile 0 9 8 layer0/floor
tile 0 8 8 layer0/floor
tile 0 7 8 layer0/floor2
tile 0 43 7 layer0/floor
tile 0 42 7 layer0/floor
tile 0 41 7 layer0/floor
tile 0 40 7 layer0/floor
tile 0 39 7 layer0/floor
tile 0 38 7 layer0/floor4
tile 0 37 7 layer0/floor5
tile 0 36 7 layer0/floor
tile 0 35 7 layer0/floor6
tile 0 34 7 layer0/floor
tile 0 33 7 layer0/floor
tile 0 32 7 layer0/floor
tile 0 31 7 layer0/floor
tile 0 30 7 layer0/floor6
tile 0 29 7 layer0/floor
tile 0 28 7 layer0/floor
tile 0 27 7 layer0/floor
tile 0 24 7 layer0/floor4
tile 0 21 7 layer0/floor
tile 0 20 7 layer0/floor6
tile 0 19 7 layer0/floor5
tile 0 18 7 layer0/floor
tile 0 17 7 layer0/floor
tile 0 16 7 layer0/floor
tile 0 15 7 layer0/floor
tile 0 14 7 layer0/floor
tile 0 9 7 layer0/floor2
tile 0 8 7 layer0/floor
tile 0 7 7 layer0/floor6
tile 0 44 6 layer0/floor4
tile 0 43 6 layer0/floor
tile 0 42 6 layer0/floor
tile 0 41 6 layer0/floor
tile 0 40 6 layer0/floor
tile 0 39 6 layer0/floor
tile 0 38 6 layer0/floor
tile 0 37 6 layer0/floor
tile 0 36 6 layer0/floor
tile 0 35 6 layer0/floor
tile 0 34 6 layer0/floor
tile 0 33 6 layer0/floor
tile 0 31 6 layer0/floor
tile 0 30 6 layer0/floor5
tile 0 29 6 layer0/floor
tile 0 28 6 layer0/floor
tile 0 27 6 layer0/floor
tile 0 26 6 layer0/floor
tile 0 25 6 layer0/floor3
tile 0 24 6 layer0/floor3
tile 0 23 6 layer0/floor4
tile 0 22 6 layer0/floor2
tile 0 21 6 layer0/floor
tile 0 20 6 layer0/floor
tile 0 19 6 layer0/floor6
