size 30 30
tileset outdoor
visibilityRadius 10
unexplored


encounter "fareach_farmers" 7 6
encounter "fareach_north" 21 9
encounter "fareach_south" 11 14
encounter "fareach_east" 22 17

item 1 "workbench" 18 14
tile base 29 25 base/grass4
tile base 28 25 base/grass2
tile base 27 25 base/grass6
tile base 26 25 base/grass3
tile base 25 25 base/grass0
tile base 24 25 base/grass2
tile base 23 25 base/grass2
tile base 22 25 base/grass6
tile base 21 25 base/grass3
tile base 20 25 base/grass6
tile base 19 25 base/grass5
tile base 18 25 base/water4
tile base 17 25 base/water4
tile base 16 25 base/water2
tile base 15 25 base/grass6
tile base 14 25 base/grass5
tile base 13 25 base/water2
tile base 12 25 base/water0
tile base 11 25 base/water1
tile base 10 25 base/water1
tile base 9 25 base/water4
tile base 8 25 base/water2
tile base 7 25 base/grass6
tile base 6 25 base/grass6
tile base 5 25 base/grass5
tile base 4 25 base/grass5
tile base 3 25 base/grass0
tile base 2 25 base/grass6
tile base 1 25 base/grass1
tile base 0 25 base/grass6
tile base 29 24 base/grass6
tile base 28 24 base/grass0
tile base 27 24 base/grass3
tile base 26 24 base/grass4
tile base 25 24 base/grass3
tile base 24 24 base/grass3
tile base 23 24 base/grass4
tile base 22 24 base/grass5
tile base 21 24 base/grass4
tile base 20 24 base/grass2
tile base 19 24 base/grass5
tile base 18 24 base/grass4
tile base 17 24 base/water4
tile base 16 24 base/water0
tile base 15 24 base/water2
tile base 14 24 base/water1
tile base 13 24 base/water1
tile base 12 24 base/water3
tile base 11 24 base/grass0
tile base 10 24 base/grass5
tile base 9 24 base/water2
tile base 8 24 base/water4
tile base 7 24 base/grass1
tile base 6 24 base/grass0
tile base 5 24 base/grass3
tile base 4 24 base/grass1
tile base 3 24 base/grass3
tile base 2 24 base/grass5
tile base 1 24 base/grass4
tile base 0 24 base/grass1
tile base 29 23 base/grass2
tile base 28 23 base/grass6
tile base 27 23 base/grass4
tile base 26 23 base/grass3
tile base 25 23 base/grass4
tile base 24 23 base/grass2
tile base 23 23 base/grass5
tile base 22 23 base/grass3
tile base 21 23 base/grass3
tile base 20 23 base/grass5
tile base 19 23 base/grass6
tile base 18 23 base/grass0
tile base 17 23 base/grass5
tile base 16 23 base/grass3
tile base 15 23 base/water0
tile base 14 23 base/water1
tile base 13 23 base/water3
tile base 12 23 base/grass0
tile base 11 23 base/grass0
tile base 10 23 base/grass5
tile base 9 23 base/water4
tile base 8 23 base/water3
tile base 7 23 base/grass0
tile base 6 23 base/grass3
tile base 5 23 base/grass3
tile base 4 23 base/grass1
tile base 3 23 base/grass2
tile base 2 23 base/grass3
tile base 1 23 base/grass0
tile base 0 23 base/grass3
tile base 29 22 base/grass6
tile base 28 22 base/grass0
tile base 27 22 base/grass4
tile base 26 22 base/grass4
tile base 25 22 base/grass6
tile base 24 22 base/grass6
tile base 23 22 base/grass6
tile base 21 22 base/grass2
tile base 20 22 base/grass4
tile base 19 22 base/grass1
tile base 18 22 base/grass4
tile base 17 22 base/grass5
tile base 16 22 base/grass3
tile base 15 22 base/grass6
tile base 14 22 base/grass4
tile base 13 22 base/grass1
tile base 12 22 base/grass6
tile base 11 22 base/grass0
tile base 10 22 base/grass4
tile base 9 22 base/water1
tile base 8 22 base/water1
tile base 7 22 base/water0
tile base 6 22 base/grass0
tile base 5 22 base/grass0
tile base 4 22 base/grass4
tile base 3 22 base/grass5
tile base 2 22 base/grass2
tile base 1 22 base/grass2
tile base 0 22 base/grass2
tile base 29 21 base/grass0
tile base 28 21 base/grass0
tile base 27 21 base/grass2
tile base 26 21 base/grass5
tile base 25 21 base/grass2
tile base 20 21 base/grass0
tile base 19 21 base/grass1
tile base 18 21 base/grass0
tile base 17 21 base/grass0
tile base 16 21 base/grass2
tile base 15 21 base/grass6
tile base 14 21 base/grass5
tile base 13 21 base/grass5
tile base 12 21 base/grass1
tile base 11 21 base/grass2
tile base 10 21 base/grass6
tile base 9 21 base/water1
tile base 8 21 base/water0
tile base 7 21 base/grass4
tile base 6 21 base/water4
tile base 5 21 base/water4
tile base 4 21 base/water4
tile base 3 21 base/grass0
tile base 2 21 base/grass4
tile base 1 21 base/grass4
tile base 0 21 base/grass1
tile base 29 20 base/path2
tile base 28 20 base/path0
tile base 27 20 base/grass6
tile base 26 20 base/grass4
tile base 21 20 base/grass1
tile base 20 20 base/grass4
tile base 19 20 base/grass0
tile base 18 20 base/grass2
tile base 17 20 base/grass5
tile base 16 20 base/grass4
tile base 15 20 base/grass5
tile base 14 20 base/grass4
tile base 13 20 base/grass3
tile base 12 20 base/grass0
tile base 11 20 base/grass0
tile base 10 20 base/grass0
tile base 9 20 base/grass3
tile base 8 20 base/grass4
tile base 7 20 base/grass0
tile base 6 20 base/grass3
tile base 5 20 base/water2
tile base 4 20 base/water0
tile base 3 20 base/water2
tile base 2 20 base/water1
tile base 1 20 base/grass6
tile base 0 20 base/grass3
tile base 29 19 base/grass1
tile base 28 19 base/grass2
tile base 27 19 base/path1
tile base 26 19 base/path0
tile base 25 19 base/grass0
tile base 24 19 base/grass1
tile base 22 19 base/grass6
tile base 21 19 base/grass4
tile base 17 19 base/grass2
tile base 16 19 base/grass5
tile base 15 19 base/grass0
tile base 14 19 base/grass3
tile base 13 19 base/grass3
tile base 12 19 base/grass0
tile base 11 19 base/grass5
tile base 9 19 base/grass6
tile base 8 19 base/grass6
tile base 7 19 base/grass2
tile base 6 19 base/grass1
tile base 5 19 base/grass2
tile base 4 19 base/grass5
tile base 3 19 base/water0
tile base 2 19 base/water0
tile base 1 19 base/water3
tile base 0 19 base/water3
tile base 29 18 base/grass4
tile base 28 18 base/grass5
tile base 27 18 base/grass2
tile base 26 18 base/grass4
tile base 25 18 base/path1
tile base 24 18 base/path3
tile base 23 18 base/grass6
tile base 22 18 base/grass2
tile base 15 18 base/grass5
tile base 14 18 base/grass0
tile base 13 18 base/grass6
tile base 12 18 base/grass0
tile base 7 18 base/grass6
tile base 6 18 base/grass1
tile base 5 18 base/grass6
tile base 4 18 base/grass0
tile base 3 18 base/grass6
tile base 2 18 base/grass3
tile base 1 18 base/water1
tile base 0 18 base/water3
tile base 29 17 base/grass4
tile base 28 17 base/grass6
tile base 27 17 base/grass6
tile base 26 17 base/grass0
tile base 25 17 base/grass0
tile base 24 17 base/grass3
tile base 23 17 base/path3
tile base 22 17 base/path3
tile base 21 17 base/grass1
tile base 20 17 base/grass6
tile base 16 17 base/grass3
tile base 15 17 base/grass6
tile base 8 17 base/grass0
tile base 7 17 base/grass0
tile base 6 17 base/path1
tile base 5 17 base/grass1
tile base 4 17 base/grass4
tile base 3 17 base/grass1
tile base 2 17 base/grass1
tile base 1 17 base/water2
tile base 0 17 base/water4
tile base 29 16 base/grass2
tile base 28 16 base/grass0
tile base 27 16 base/grass6
tile base 26 16 base/grass5
tile base 25 16 base/grass5
tile base 24 16 base/grass4
tile base 23 16 base/grass2
tile base 22 16 base/grass1
tile base 21 16 base/path0
tile base 20 16 base/path2
tile base 19 16 base/grass3
tile base 18 16 base/grass3
tile base 17 16 base/grass0
tile base 16 16 base/grass3
tile base 15 16 base/grass6
tile base 14 16 base/grass1
tile base 10 16 base/grass4
tile base 9 16 base/grass5
tile base 8 16 base/path3
tile base 7 16 base/path0
tile base 6 16 base/grass2
tile base 5 16 base/grass4
tile base 3 16 base/grass3
tile base 2 16 base/grass3
tile base 1 16 base/water2
tile base 0 16 base/water3
tile base 29 15 base/grass5
tile base 28 15 base/grass0
tile base 27 15 base/grass1
tile base 26 15 base/grass5
tile base 25 15 base/grass0
tile base 23 15 base/grass3
tile base 21 15 base/grass3
tile base 20 15 base/grass3
tile base 19 15 base/path2
tile base 18 15 base/path0
tile base 17 15 base/grass0
tile base 16 15 base/path1
tile base 15 15 base/path0
tile base 14 15 base/path3
tile base 13 15 base/grass3
tile base 12 15 base/grass5
tile base 11 15 base/grass4
tile base 10 15 base/path0
tile base 9 15 base/path2
tile base 8 15 base/grass4
tile base 7 15 base/grass6
tile base 1 15 base/grass2
tile base 0 15 base/water1
tile base 29 14 base/grass1
tile base 28 14 base/grass0
tile base 27 14 base/grass2
tile base 26 14 base/grass0
tile base 19 14 base/grass5
tile base 18 14 base/grass4
tile base 17 14 base/path3
tile base 16 14 base/path2
tile base 15 14 base/path1
tile base 14 14 base/path3
tile base 13 14 base/path1
tile base 12 14 base/path1
tile base 11 14 base/path3
tile base 10 14 base/grass5
tile base 9 14 base/grass4
tile base 8 14 base/grass5
tile base 2 14 base/grass3
tile base 1 14 base/grass1
tile base 0 14 base/grass5
tile base 29 13 base/grass3
tile base 28 13 base/grass4
tile base 27 13 base/grass0
tile base 26 13 base/grass0
tile base 25 13 base/grass6
tile base 24 13 base/grass2
tile base 19 13 base/grass3
tile base 18 13 base/path1
tile base 17 13 base/path1
tile base 16 13 base/path2
tile base 15 13 base/path0
tile base 14 13 base/path3
tile base 13 13 base/path3
tile base 12 13 base/grass4
tile base 11 13 base/grass5
tile base 9 13 base/grass3
tile base 8 13 base/grass2
tile base 7 13 base/grass0
tile base 6 13 base/grass0
tile base 5 13 base/grass6
tile base 4 13 base/grass0
tile base 3 13 base/grass3
tile base 2 13 base/grass6
tile base 1 13 base/grass3
tile base 0 13 base/grass2
tile base 29 12 base/grass4
tile base 28 12 base/grass6
tile base 27 12 base/grass1
tile base 26 12 base/grass5
tile base 25 12 base/grass5
tile base 23 12 base/grass2
tile base 22 12 base/grass1
tile base 20 12 base/grass2
tile base 19 12 base/grass6
tile base 18 12 base/path0
tile base 17 12 base/path0
tile base 16 12 base/path0
tile base 15 12 base/path0
tile base 14 12 base/grass6
tile base 13 12 base/grass0
tile base 7 12 base/grass6
tile base 6 12 base/grass4
tile base 5 12 base/grass3
tile base 4 12 base/grass0
tile base 3 12 base/grass5
tile base 2 12 base/grass1
tile base 1 12 base/grass6
tile base 0 12 base/grass5
tile base 29 11 base/grass1
tile base 28 11 base/grass5
tile base 27 11 base/grass6
tile base 26 11 base/grass1
tile base 21 11 base/grass6
tile base 20 11 base/grass2
tile base 19 11 base/grass6
tile base 18 11 base/path0
tile base 17 11 base/path2
tile base 16 11 base/path3
tile base 15 11 base/grass3
tile base 14 11 base/grass2
tile base 8 11 base/grass4
tile base 7 11 base/grass6
tile base 6 11 base/dirt0
tile base 5 11 base/grass4
tile base 4 11 base/grass4
tile base 3 11 base/grass3
tile base 2 11 base/grass6
tile base 1 11 base/grass6
tile base 0 11 base/grass4
tile base 29 10 base/grass1
tile base 28 10 base/grass6
tile base 27 10 base/grass3
tile base 25 10 base/grass0
tile base 24 10 base/grass0
tile base 22 10 base/grass6
tile base 21 10 base/grass4
tile base 20 10 base/path0
tile base 19 10 base/path1
tile base 18 10 base/grass5
tile base 17 10 base/grass0
tile base 16 10 base/grass1
tile base 15 10 base/path0
tile base 14 10 base/path1
tile base 13 10 base/grass4
tile base 12 10 base/grass6
tile base 10 10 base/grass0
tile base 9 10 base/grass6
tile base 8 10 base/dirt2
tile base 7 10 base/dirt5
tile base 6 10 base/dirt1
tile base 5 10 base/dirt6
tile base 4 10 base/dirt4
tile base 3 10 base/grass2
tile base 2 10 base/grass0
tile base 1 10 base/grass2
tile base 0 10 base/grass2
tile base 29 9 base/grass3
tile base 24 9 base/grass2
tile base 23 9 base/grass3
tile base 22 9 base/path3
tile base 21 9 base/path0
tile base 20 9 base/grass5
tile base 19 9 base/grass4
tile base 15 9 base/grass6
tile base 14 9 base/grass6
tile base 13 9 base/path3
tile base 12 9 base/path0
tile base 11 9 base/grass3
tile base 10 9 base/grass1
tile base 9 9 base/dirt3
tile base 8 9 base/dirt0
tile base 7 9 base/dirt1
tile base 6 9 base/dirt3
tile base 5 9 base/dirt2
tile base 4 9 base/dirt1
tile base 3 9 base/dirt3
tile base 2 9 base/dirt0
tile base 1 9 base/grass2
tile base 0 9 base/grass4
tile base 29 8 base/grass4
tile base 28 8 base/grass0
tile base 26 8 base/grass1
tile base 25 8 base/grass0
tile base 24 8 base/path1
tile base 23 8 base/path2
tile base 22 8 base/grass6
tile base 21 8 base/grass5
tile base 20 8 base/grass4
tile base 14 8 base/grass4
tile base 13 8 base/grass0
tile base 12 8 base/grass2
tile base 11 8 base/path3
tile base 10 8 base/path0
tile base 9 8 base/grass2
tile base 8 8 base/grass4
tile base 7 8 base/dirt4
tile base 6 8 base/dirt6
tile base 5 8 base/dirt2
tile base 4 8 base/dirt3
tile base 3 8 base/dirt4
tile base 2 8 base/grass2
tile base 1 8 base/grass0
tile base 0 8 base/grass6
tile base 29 7 base/grass4
tile base 28 7 base/grass5
tile base 27 7 base/grass2
tile base 26 7 base/grass0
tile base 25 7 base/path1
tile base 24 7 base/grass5
tile base 23 7 base/grass2
tile base 21 7 base/grass3
tile base 20 7 base/grass6
tile base 16 7 base/grass5
tile base 15 7 base/grass1
tile base 14 7 base/dirt1
tile base 13 7 base/dirt5
tile base 12 7 base/dirt0
tile base 11 7 base/grass0
tile base 10 7 base/grass6
tile base 9 7 base/path0
tile base 8 7 base/pathgrass0
tile base 7 7 base/grass4
tile base 6 7 base/grass4
tile base 5 7 base/dirt4
tile base 4 7 base/grass5
tile base 3 7 base/grass6
tile base 2 7 base/grass2
tile base 1 7 base/grass6
tile base 0 7 base/grass0
tile base 29 6 base/grass6
tile base 28 6 base/grass5
tile base 27 6 base/grass0
tile base 26 6 base/grass5
tile base 25 6 base/grass0
tile base 20 6 base/grass4
tile base 19 6 base/grass0
tile base 18 6 base/grass1
tile base 17 6 base/grass2
tile base 16 6 base/dirt6
tile base 15 6 base/dirt0
tile base 14 6 base/dirt3
tile base 13 6 base/dirt6
tile base 12 6 base/dirt3
tile base 11 6 base/dirt5
tile base 10 6 base/dirt2
tile base 9 6 base/grass1
tile base 8 6 base/grass5
tile base 7 6 base/pathgrass1
tile base 6 6 base/pathgrass1
tile base 5 6 base/grass5
tile base 4 6 base/grass1
tile base 3 6 base/grass1
tile base 2 6 base/grass0
tile base 1 6 base/grass0
tile base 0 6 base/grass6
tile base 29 5 base/grass2
tile base 28 5 base/grass1
tile base 27 5 base/grass5
tile base 26 5 base/grass1
tile base 25 5 base/grass3
tile base 24 5 base/grass2
tile base 22 5 base/grass1
tile base 21 5 base/grass4
tile base 20 5 base/grass6
tile base 19 5 base/grass0
tile base 18 5 base/grass3
tile base 17 5 base/grass5
tile base 16 5 base/grass4
tile base 15 5 base/dirt4
tile base 14 5 base/dirt6
tile base 13 5 base/dirt0
tile base 12 5 base/dirt6
tile base 11 5 base/dirt0
tile base 10 5 base/dirt0
tile base 9 5 base/dirt1
tile base 8 5 base/dirt5
tile base 7 5 base/grass4
tile base 6 5 base/grass3
tile base 5 5 base/pathgrass1
tile base 4 5 base/pathgrass1
tile base 3 5 base/grass0
tile base 2 5 base/grass3
tile base 1 5 base/grass6
tile base 0 5 base/grass4
tile base 29 4 base/grass2
tile base 28 4 base/grass3
tile base 27 4 base/grass1
tile base 26 4 base/grass1
tile base 25 4 base/grass3
tile base 24 4 base/grass6
tile base 23 4 base/grass3
tile base 22 4 base/grass1
tile base 21 4 base/grass2
tile base 20 4 base/grass1
tile base 19 4 base/grass1
tile base 18 4 base/grass3
tile base 17 4 base/grass6
tile base 16 4 base/grass6
tile base 15 4 base/grass2
tile base 14 4 base/grass6
tile base 13 4 base/dirt0
tile base 12 4 base/dirt0
tile base 11 4 base/dirt5
tile base 10 4 base/dirt2
tile base 9 4 base/dirt5
tile base 8 4 base/dirt0
tile base 7 4 base/dirt1
tile base 6 4 base/dirt2
tile base 5 4 base/grass6
tile base 4 4 base/grass1
tile base 3 4 base/pathgrass1
tile base 2 4 base/pathgrass1
tile base 1 4 base/grass2
tile base 0 4 base/grass2
tile base 29 3 base/grass1
tile base 28 3 base/grass5
tile base 27 3 base/grass4
tile base 26 3 base/grass3
tile base 25 3 base/grass2
tile base 24 3 base/grass5
tile base 23 3 base/grass4
tile base 22 3 base/grass3
tile base 21 3 base/grass4
tile base 20 3 base/grass2
tile base 19 3 base/grass4
tile base 18 3 base/grass6
tile base 17 3 base/grass3
tile base 16 3 base/grass1
tile base 15 3 base/grass3
tile base 14 3 base/grass1
tile base 13 3 base/grass6
tile base 12 3 base/grass3
tile base 11 3 base/dirt0
tile base 10 3 base/dirt2
tile base 9 3 base/dirt6
tile base 8 3 base/dirt3
tile base 7 3 base/dirt4
tile base 6 3 base/dirt5
tile base 5 3 base/dirt1
tile base 4 3 base/dirt2
tile base 3 3 base/grass2
tile base 2 3 base/grass6
tile base 1 3 base/pathgrass1
tile base 0 3 base/pathgrass1
tile base 29 2 base/grass1
tile base 28 2 base/grass3
tile base 27 2 base/grass6
tile base 26 2 base/grass6
tile base 25 2 base/grass0
tile base 24 2 base/grass2
tile base 23 2 base/grass6
tile base 22 2 base/grass6
tile base 21 2 base/grass0
tile base 20 2 base/grass1
tile base 19 2 base/grass3
tile base 18 2 base/grass5
tile base 17 2 base/grass2
tile base 16 2 base/grass1
tile base 15 2 base/grass0
tile base 14 2 base/grass4
tile base 13 2 base/grass2
tile base 12 2 base/grass6
tile base 11 2 base/grass1
tile base 10 2 base/grass0
tile base 9 2 base/dirt4
tile base 8 2 base/dirt3
tile base 7 2 base/dirt4
tile base 6 2 base/dirt2
tile base 5 2 base/dirt3
tile base 4 2 base/grass6
tile base 3 2 base/grass1
tile base 2 2 base/grass5
tile base 1 2 base/grass5
tile base 0 2 base/grass4
tile base 29 1 base/grass1
tile base 28 1 base/grass3
tile base 27 1 base/grass4
tile base 26 1 base/grass3
tile base 25 1 base/grass6
tile base 24 1 base/grass6
tile base 23 1 base/grass5
tile base 22 1 base/grass2
tile base 21 1 base/grass0
tile base 20 1 base/grass3
tile base 19 1 base/grass5
tile base 18 1 base/grass2
tile base 17 1 base/grass3
tile base 16 1 base/grass2
tile base 15 1 base/grass3
tile base 14 1 base/grass3
tile base 13 1 base/grass6
tile base 12 1 base/grass3
tile base 11 1 base/grass0
tile base 10 1 base/grass1
tile base 9 1 base/grass6
tile base 8 1 base/grass3
tile base 7 1 base/dirt6
tile base 6 1 base/grass6
tile base 5 1 base/grass4
tile base 4 1 base/grass6
tile base 3 1 base/grass3
tile base 2 1 base/grass5
tile base 1 1 base/grass4
tile base 0 1 base/grass3
tile base 29 0 base/grass4
tile base 28 0 base/grass3
tile base 27 0 base/grass0
tile base 26 0 base/grass4
tile base 25 0 base/grass3
tile base 24 0 base/grass6
tile base 23 0 base/grass4
tile base 22 0 base/grass1
tile base 21 0 base/grass4
tile base 20 0 base/grass0
tile base 19 0 base/grass4
tile base 18 0 base/grass3
tile base 17 0 base/grass6
tile base 16 0 base/grass2
tile base 15 0 base/grass2
tile base 14 0 base/grass3
tile base 13 0 base/grass2
tile base 12 0 base/grass4
tile base 11 0 base/grass5
tile base 10 0 base/grass3
tile base 9 0 base/grass6
tile base 8 0 base/grass2
tile base 7 0 base/grass5
tile base 6 0 base/grass0
tile base 5 0 base/grass0
tile base 4 0 base/grass3
tile base 3 0 base/grass3
tile base 2 0 base/grass4
tile base 1 0 base/grass4
tile base 0 0 base/grass3
tile borders 19 28 borders/grass-ne-se
tile borders 16 28 borders/grass-sw-nw
tile borders 16 28 borders/grass-sw-nw-n
tile borders 19 27 borders/grass-n
tile borders 19 27 borders/grass-n-ne-se
tile borders 18 27 borders/grass-ne
tile borders 17 27 borders/grass-nw
tile borders 18 26 borders/grass-ne-se
tile borders 17 26 borders/grass-sw-nw
tile borders 12 26 borders/grass-se
tile borders 12 26 borders/grass-se-s
tile borders 11 26 borders/grass-se
tile borders 11 26 borders/grass-se-s
tile borders 11 26 borders/grass-se-s-sw
tile borders 10 26 borders/grass-s-sw
tile borders 18 25 borders/grass-n
tile borders 18 25 borders/grass-n-ne-se
tile borders 17 25 borders/grass-sw
tile borders 16 25 borders/grass-s-sw
tile borders 13 25 borders/grass-ne-se
tile borders 13 25 borders/grass-ne-se-s
tile borders 12 25 borders/grass-nw
tile borders 11 25 borders/grass-n
tile borders 10 25 borders/grass-n
tile borders 10 25 borders/grass-n-ne
tile borders 9 25 borders/grass-s-sw
tile borders 8 25 borders/grass-s-sw
tile borders 8 25 borders/grass-s-sw-nw
tile borders 17 24 borders/grass-n-ne
tile borders 17 24 borders/grass-n
tile borders 16 24 borders/grass-n-ne
tile borders 16 24 borders/grass-n
tile borders 15 24 borders/grass-s-sw
tile borders 14 24 borders/grass-s
tile borders 13 24 borders/grass-se
tile borders 12 24 borders/grass-sw-nw
tile borders 12 24 borders/grass-sw-nw-n
tile borders 9 24 borders/grass-ne
tile borders 8 24 borders/grass-sw-nw
tile borders 15 23 borders/grass-n-ne
tile borders 15 23 borders/grass-n
tile borders 14 23 borders/grass-nw-n-ne
tile borders 14 23 borders/grass-nw
tile borders 13 23 borders/grass-nw
tile borders 13 23 borders/grass-nw-n
tile borders 9 23 borders/grass-ne-se
tile borders 8 23 borders/grass-sw
tile borders 9 22 borders/grass-ne-se
tile borders 8 22 borders/grass-nw
tile borders 7 22 borders/grass-sw-nw-n
tile borders 7 22 borders/grass-s-sw
tile borders 29 21 borders/path-n
tile borders 28 21 borders/path-n-ne
tile borders 28 21 borders/path-n
tile borders 9 21 borders/grass-n
tile borders 9 21 borders/grass-n-ne-se
tile borders 8 21 borders/grass-sw-nw
tile borders 8 21 borders/grass-nw-n-ne
tile borders 6 21 borders/grass-ne-se-s
tile borders 6 21 borders/grass-n-ne-se
tile borders 6 21 borders/grass-n
tile borders 5 21 borders/grass-se
tile borders 5 21 borders/grass-se-s
tile borders 5 21 borders/grass-se-s-sw
tile borders 4 21 borders/grass-s-sw
tile borders 27 20 borders/path-n-ne
tile borders 27 20 borders/path-n
tile borders 26 20 borders/path-n
tile borders 26 20 borders/path-n-ne
tile borders 5 20 borders/grass-n
tile borders 5 20 borders/grass-n-ne
tile borders 4 20 borders/grass-n
tile borders 4 20 borders/grass-n-ne
tile borders 3 20 borders/grass-s-sw
tile borders 2 20 borders/grass-s-sw
tile borders 28 19 borders/path-s-sw
tile borders 25 19 borders/path-n
tile borders 25 19 borders/path-n-ne
tile borders 24 19 borders/path-n
tile borders 24 19 borders/path-n-ne
tile borders 3 19 borders/grass-n
tile borders 3 19 borders/grass-n-ne
tile borders 2 19 borders/grass-n
tile borders 2 19 borders/grass-n-ne
tile borders 1 19 borders/grass-s-sw
tile borders 27 18 borders/path-s-sw
tile borders 26 18 borders/path-s-sw
tile borders 23 18 borders/path-n
tile borders 23 18 borders/path-n-ne
tile borders 22 18 borders/path-n
tile borders 22 18 borders/path-n-ne
tile borders 6 18 borders/path-n
tile borders 1 18 borders/grass-ne
tile borders 25 17 borders/path-s-sw
tile borders 24 17 borders/path-s-sw
tile borders 21 17 borders/path-n
tile borders 21 17 borders/path-n-ne
tile borders 20 17 borders/path-n
tile borders 20 17 borders/path-n-ne
tile borders 8 17 borders/path-nw
tile borders 8 17 borders/path-nw-n
tile borders 7 17 borders/path-nw
tile borders 7 17 borders/path-nw-n
tile borders 5 17 borders/path-ne
tile borders 1 17 borders/grass-ne-se
tile borders 23 16 borders/path-s-sw
tile borders 22 16 borders/path-s-sw
tile borders 19 16 borders/path-n
tile borders 19 16 borders/path-n-ne
tile borders 18 16 borders/path-n
tile borders 18 16 borders/path-n-ne
tile borders 16 16 borders/path-nw
tile borders 16 16 borders/path-nw-n
tile borders 15 16 borders/path-n
tile borders 14 16 borders/path-n-ne
tile borders 14 16 borders/path-n
tile borders 10 16 borders/path-nw
tile borders 10 16 borders/path-nw-n
tile borders 9 16 borders/path-nw
tile borders 9 16 borders/path-nw-n
tile borders 6 16 borders/path-se
tile borders 6 16 borders/path-se-s
tile borders 5 16 borders/path-se
tile borders 1 16 borders/grass-n
tile borders 1 16 borders/grass-n-ne-se
tile borders 0 16 borders/grass-ne
tile borders 21 15 borders/path-s-sw
tile borders 20 15 borders/path-s-sw
tile borders 17 15 borders/path-nw
tile borders 17 15 borders/path-nw-n-ne
tile borders 13 15 borders/path-n-ne
tile borders 13 15 borders/path-n
tile borders 12 15 borders/path-nw-n-ne
tile borders 12 15 borders/path-nw
tile borders 11 15 borders/path-nw
tile borders 11 15 borders/path-nw-n
tile borders 8 15 borders/path-se
tile borders 8 15 borders/path-se-s
tile borders 7 15 borders/path-se
tile borders 7 15 borders/path-se-s
