size 70 20
tileset outdoor
visibilityRadius 8
unexplored


encounter "scoutsLvl14" 50 12
encounter "scoutsLvl14" 41 14
encounter "scoutsLvl14" 48 4
encounter "wolvesGiantLvl11" 6 15
encounter "wolvesGiantLvl11" 28 5
encounter "wolvesGiantLvl11" 8 5

item 1 "chest_superb" 53 12
tile base 49 8 base/grass3
tile base 48 8 base/grass5
tile base 47 8 base/grass1
tile base 46 8 base/grass2
tile base 45 8 base/grass3
tile base 44 8 base/grass6
tile base 43 8 base/grass4
tile base 42 8 base/dirt0
tile base 41 8 base/dirt6
tile base 40 8 base/dirt6
tile base 39 8 base/dirt5
tile base 38 8 base/grass6
tile base 37 8 base/grassdry5
tile base 36 8 base/grassdry3
tile base 35 8 base/grassdry5
tile base 34 8 base/grassdry4
tile base 33 8 base/dirt0
tile base 32 8 base/dirt5
tile base 31 8 base/dirt0
tile base 30 8 base/dirt5
tile base 29 8 base/dirt3
tile base 28 8 base/dirt1
tile base 27 8 base/dirt6
tile base 26 8 base/dirt0
tile base 25 8 base/dirt2
tile base 24 8 base/dirt5
tile base 23 8 base/dirt1
tile base 22 8 base/dirt5
tile base 21 8 base/dirt0
tile base 20 8 base/dirt3
tile base 19 8 base/dirt1
tile base 18 8 base/dirt6
tile base 17 8 base/dirt0
tile base 16 8 base/dirt2
tile base 15 8 base/dirt6
tile base 14 8 base/dirt5
tile base 13 8 base/dirt5
tile base 12 8 base/dirt0
tile base 11 8 base/dirt5
tile base 10 8 base/dirt6
tile base 9 8 base/dirt0
tile base 8 8 base/dirt4
tile base 7 8 base/dirt3
tile base 6 8 base/dirt0
tile base 5 8 base/dirt2
tile base 4 8 base/dirt1
tile base 3 8 base/dirt6
tile base 2 8 base/dirt2
tile base 1 8 base/dirt1
tile base 0 8 base/dirt1
tile base 69 7 base/grass0
tile base 68 7 base/grass3
tile base 67 7 base/grass2
tile base 66 7 base/grass0
tile base 65 7 base/grass6
tile base 64 7 base/grass5
tile base 63 7 base/grass0
tile base 62 7 base/grass1
tile base 61 7 base/grass1
tile base 60 7 base/grass3
tile base 59 7 base/grass1
tile base 58 7 base/grass6
tile base 57 7 base/grass1
tile base 56 7 base/grass4
tile base 55 7 base/grass2
tile base 54 7 base/grass6
tile base 53 7 base/grass1
tile base 52 7 base/grass4
tile base 51 7 base/grass0
tile base 50 7 base/grass6
tile base 49 7 base/grass4
tile base 48 7 base/grass1
tile base 47 7 base/grass2
tile base 46 7 base/grass5
tile base 45 7 base/grass3
tile base 44 7 base/grass4
tile base 43 7 base/grass3
tile base 42 7 base/dirt0
tile base 41 7 base/dirt2
tile base 40 7 base/dirt3
tile base 39 7 base/grass6
tile base 38 7 base/grass3
tile base 37 7 base/grass1
tile base 36 7 base/grass5
tile base 35 7 base/grassdry2
tile base 34 7 base/grass3
tile base 33 7 base/dirt3
tile base 32 7 base/dirt3
tile base 31 7 base/dirt3
tile base 30 7 base/dirt6
tile base 29 7 base/dirt0
tile base 28 7 base/dirt3
tile base 27 7 base/dirt4
tile base 26 7 base/dirt0
tile base 25 7 base/dirt3
tile base 24 7 base/dirt2
tile base 23 7 base/dirt5
tile base 22 7 base/dirt3
tile base 21 7 base/dirt3
tile base 20 7 base/dirt6
tile base 19 7 base/dirt2
tile base 18 7 base/dirt0
tile base 17 7 base/dirt6
tile base 16 7 base/dirt6
tile base 15 7 base/dirt5
tile base 14 7 base/dirt5
tile base 13 7 base/dirt0
tile base 12 7 base/dirt4
tile base 11 7 base/dirt4
tile base 10 7 base/dirt4
tile base 9 7 base/dirt6
tile base 8 7 base/dirt6
tile base 7 7 base/dirt2
tile base 6 7 base/dirt2
tile base 5 7 base/dirt0
tile base 4 7 base/dirt2
tile base 3 7 base/dirt5
tile base 2 7 base/dirt0
tile base 1 7 base/dirt0
tile base 0 7 base/dirt5
tile base 69 6 base/grass0
tile base 68 6 base/grass3
tile base 67 6 base/grass0
tile base 66 6 base/grass6
tile base 65 6 base/grass0
tile base 64 6 base/grass6
tile base 63 6 base/grass1
tile base 62 6 base/grass2
tile base 61 6 base/grass4
tile base 60 6 base/grass0
tile base 59 6 base/grass6
tile base 58 6 base/grass5
tile base 57 6 base/grass4
tile base 56 6 base/grass6
tile base 55 6 base/grass2
tile base 54 6 base/grass1
