size 50 50
tileset outdoor
visibilityRadius 7
unexplored


encounter "deepDwarfPeasantSE" 10 38
encounter "deepDwarfPeasantSW" 40 41
encounter "deepDwarfPeasantsS" 16 29
encounter "deepDwarfBarracks" 35 29
encounter "deepDwarfRooms01" 18 16
encounter "deepDwarfRooms02" 13 5
encounter "deepDwarfRooms03" 39 16
encounter "deepDwarfMarket" 40 8
encounter "deepDwarfCityEntrance" 27 41
encounter "deepDwarfKing" 28 6

item 1 "workbench" 44 12
tile base 31 39 base/stone2
tile base 30 39 base/stone4
tile base 29 39 base/stone0
tile base 28 39 base/stone3
tile base 27 39 base/stone1
tile base 26 39 base/stone2
tile base 25 39 base/stone4
tile base 24 39 base/stone4
tile base 23 39 base/stone2
tile base 22 39 base/stone3
tile base 21 39 base/stone3
tile base 20 39 base/stone2
tile base 19 39 base/stone0
tile base 18 39 base/stone0
tile base 17 39 base/stone0
tile base 16 39 base/stone1
tile base 15 39 base/stone2
tile base 14 39 base/stone3
tile base 13 39 base/stone4
tile base 12 39 base/stone2
tile base 11 39 base/stone4
tile base 10 39 base/stone4
tile base 9 39 base/stone2
tile base 8 39 base/stone3
tile base 7 39 base/stone4
tile base 6 39 base/stone0
tile base 5 39 base/stone0
tile base 4 39 base/stone3
tile base 3 39 base/stone1
tile base 2 39 base/stone3
tile base 1 39 base/stone3
tile base 0 39 base/stone4
tile base 49 38 base/stone3
tile base 48 38 base/stone3
tile base 47 38 base/stone2
tile base 46 38 base/stone4
tile base 45 38 base/stone4
tile base 44 38 base/stone4
tile base 43 38 base/stone1
tile base 42 38 base/stone4
tile base 41 38 base/stone3
tile base 40 38 base/stone4
tile base 39 38 base/stone4
tile base 38 38 base/stone3
tile base 37 38 base/stone4
tile base 36 38 base/stone3
tile base 35 38 base/stone2
tile base 34 38 base/stone3
tile base 33 38 base/stone0
tile base 32 38 base/stone1
tile base 31 38 base/stone0
tile base 30 38 base/stone4
tile base 29 38 base/stone0
tile base 28 38 base/stone3
tile base 27 38 base/stone4
tile base 26 38 base/stone4
tile base 25 38 base/stone0
tile base 24 38 base/stone4
tile base 23 38 base/stone4
tile base 22 38 base/stone4
tile base 21 38 base/stone0
tile base 20 38 base/stone2
tile base 19 38 base/stone4
tile base 18 38 base/stone3
tile base 17 38 base/stone0
tile base 16 38 base/stone0
tile base 15 38 base/stone0
tile base 14 38 base/stone4
tile base 13 38 base/stone3
tile base 12 38 base/stone0
tile base 11 38 base/stone4
tile base 10 38 base/stone3
tile base 9 38 base/stone1
tile base 8 38 base/stone3
tile base 7 38 base/stone4
tile base 6 38 base/stone0
tile base 5 38 base/stone2
tile base 4 38 base/stone1
tile base 3 38 base/stone1
tile base 2 38 base/stone4
tile base 1 38 base/stone4
tile base 0 38 base/stone0
tile base 49 37 base/stone1
tile base 48 37 base/stone4
tile base 47 37 base/stone3
tile base 46 37 base/stone0
tile base 45 37 base/stone2
tile base 44 37 base/stone3
tile base 43 37 base/stone3
tile base 42 37 base/stone4
tile base 41 37 base/stone2
tile base 40 37 base/stone2
tile base 39 37 base/stone4
tile base 38 37 base/stone2
tile base 37 37 base/stone1
tile base 36 37 base/stone3
tile base 35 37 base/stone3
tile base 34 37 base/stone4
tile base 33 37 base/stone2
tile base 32 37 base/stone1
tile base 31 37 base/stone0
tile base 30 37 base/stone1
tile base 29 37 base/stone4
tile base 28 37 base/stone0
tile base 27 37 base/stone4
tile base 26 37 base/stone3
tile base 25 37 base/stone4
tile base 24 37 base/stone1
tile base 23 37 base/stone3
tile base 22 37 base/stone2
tile base 21 37 base/stone4
tile base 20 37 base/stone4
tile base 19 37 base/stone3
tile base 18 37 base/stone4
tile base 17 37 base/stone2
tile base 16 37 base/stone2
tile base 15 37 base/stone0
tile base 14 37 base/stone2
tile base 13 37 base/stone4
tile base 12 37 base/stone3
tile base 11 37 base/stone4
tile base 10 37 base/stone1
tile base 9 37 base/stone4
tile base 8 37 base/stone0
tile base 7 37 base/stone4
tile base 6 37 base/stone3
tile base 5 37 base/stone4
tile base 4 37 base/stone4
tile base 3 37 base/stone0
tile base 2 37 base/stone3
tile base 1 37 base/stone1
tile base 0 37 base/stone0
tile base 49 36 base/stone2
tile base 48 36 base/stone2
tile base 47 36 base/stone0
tile base 46 36 base/stone0
tile base 45 36 base/stone3
tile base 44 36 base/stone4
tile base 43 36 base/stone2
tile base 42 36 base/stone0
tile base 41 36 base/stone2
tile base 40 36 base/stone1
tile base 39 36 base/stone4
tile base 38 36 base/stone4
tile base 37 36 base/stone1
tile base 36 36 base/stone4
tile base 35 36 base/stone1
tile base 34 36 base/stone2
tile base 33 36 base/stone3
tile base 32 36 base/stone2
tile base 31 36 base/stone4
tile base 30 36 base/stone0
tile base 29 36 base/stone4
tile base 28 36 base/stone0
tile base 27 36 base/stone4
tile base 26 36 base/stone1
tile base 25 36 base/stone3
tile base 24 36 base/stone3
tile base 23 36 base/stone3
tile base 22 36 base/stone2
tile base 21 36 base/stone2
tile base 20 36 base/stone2
tile base 19 36 base/stone1
tile base 18 36 base/stone0
tile base 17 36 base/stone4
tile base 16 36 base/stone1
tile base 15 36 base/stone4
tile base 14 36 base/stone3
tile base 13 36 base/stone4
tile base 12 36 base/stone2
tile base 11 36 base/stone0
tile base 10 36 base/stone4
tile base 9 36 base/stone0
tile base 8 36 base/stone1
tile base 7 36 base/stone2
tile base 6 36 base/stone4
tile base 5 36 base/stone2
tile base 4 36 base/stone2
tile base 3 36 base/stone3
tile base 2 36 base/stone3
tile base 1 36 base/stone2
tile base 0 36 base/stone2
tile base 49 35 base/stone0
tile base 48 35 base/stone3
tile base 47 35 base/stone0
tile base 46 35 base/stone4
tile base 45 35 base/stone2
tile base 41 35 base/stone1
tile base 40 35 base/stone3
tile base 39 35 base/stone0
tile base 38 35 base/stone0
tile base 37 35 base/stone4
tile base 36 35 base/stone1
tile base 35 35 base/stone4
tile base 34 35 base/stone4
tile base 33 35 base/stone4
tile base 32 35 base/stone3
tile base 31 35 base/stone1
tile base 30 35 base/stone2
tile base 29 35 base/stone4
tile base 28 35 base/stone2
tile base 27 35 base/stone2
tile base 26 35 base/stone2
tile base 25 35 base/stone4
tile base 24 35 base/stone3
tile base 23 35 base/stone3
tile base 22 35 base/stone4
tile base 21 35 base/stone4
tile base 20 35 base/stone4
tile base 19 35 base/stone3
tile base 18 35 base/stone3
tile base 17 35 base/stone4
tile base 16 35 base/stone0
tile base 15 35 base/stone1
tile base 14 35 base/stone3
tile base 13 35 base/stone4
tile base 12 35 base/stone2
tile base 11 35 base/stone0
tile base 10 35 base/stone2
tile base 9 35 base/stone3
tile base 8 35 base/stone0
tile base 7 35 base/stone3
tile base 6 35 base/stone4
tile base 5 35 base/stone2
tile base 4 35 base/stone0
tile base 3 35 base/stone3
tile base 2 35 base/stone1
tile base 1 35 base/stone3
tile base 0 35 base/stone1
tile base 49 34 base/stone3
tile base 48 34 base/stone0
tile base 47 34 base/stone0
tile base 44 34 base/stone2
tile base 43 34 base/stone2
tile base 42 34 base/stone2
tile base 39 34 base/stone3
tile base 38 34 base/stone2
tile base 37 34 base/stone0
tile base 36 34 base/stone3
tile base 35 34 base/stone2
tile base 34 34 base/stone4
tile base 33 34 base/stone2
tile base 32 34 base/stone4
tile base 31 34 base/stone4
tile base 30 34 base/stone3
tile base 29 34 base/stone2
tile base 28 34 base/stone1
tile base 27 34 base/stone4
tile base 26 34 base/stone2
tile base 25 34 base/stone3
tile base 24 34 base/stone2
tile base 23 34 base/stone2
tile base 22 34 base/stone3
tile base 21 34 base/stone0
tile base 20 34 base/stone4
tile base 19 34 base/stone1
tile base 18 34 base/stone3
tile base 17 34 base/stone1
tile base 16 34 base/stone0
tile base 15 34 base/stone3
tile base 14 34 base/stone0
tile base 13 34 base/stone1
tile base 12 34 base/stone2
tile base 11 34 base/stone2
tile base 10 34 base/stone4
tile base 9 34 base/stone0
tile base 8 34 base/stone0
tile base 7 34 base/stone2
tile base 6 34 base/stone3
tile base 5 34 base/stone4
tile base 4 34 base/stone2
tile base 3 34 base/stone0
tile base 2 34 base/stone4
tile base 1 34 base/stone2
tile base 0 34 base/stone2
tile base 49 33 base/stone2
tile base 48 33 base/stone3
tile base 47 33 base/stone3
tile base 46 33 base/stone4
tile base 44 33 base/stone0
tile base 43 33 base/stone2
tile base 42 33 base/stone4
tile base 41 33 base/stone4
tile base 40 33 base/stone4
tile base 37 33 base/stone0
tile base 36 33 base/stone4
tile base 35 33 base/stone2
tile base 34 33 base/stone0
tile base 33 33 base/stone4
tile base 32 33 base/stone3
tile base 31 33 base/stone4
tile base 30 33 base/stone1
tile base 29 33 base/stone4
tile base 28 33 base/stone0
tile base 27 33 base/stone0
tile base 26 33 base/stone4
tile base 25 33 base/stone0
tile base 24 33 base/stone4
tile base 23 33 base/stone2
tile base 22 33 base/stone2
tile base 21 33 base/stone2
tile base 20 33 base/stone4
tile base 19 33 base/stone0
tile base 18 33 base/stone2
tile base 17 33 base/stone2
tile base 16 33 base/stone4
tile base 15 33 base/stone4
tile base 14 33 base/stone4
tile base 13 33 base/stone4
tile base 12 33 base/stone3
tile base 11 33 base/stone4
tile base 10 33 base/stone0
tile base 9 33 base/stone2
tile base 8 33 base/stone0
tile base 7 33 base/stone3
tile base 6 33 base/stone0
tile base 5 33 base/stone4
tile base 4 33 base/stone4
tile base 3 33 base/stone4
tile base 2 33 base/stone0
tile base 1 33 base/stone1
tile base 0 33 base/stone2
tile base 49 32 base/stone2
tile base 48 32 base/stone1
tile base 47 32 base/stone3
tile base 46 32 base/stone4
tile base 44 32 base/stone2
tile base 43 32 base/stone0
tile base 42 32 base/stone0
tile base 41 32 base/stone3
tile base 40 32 base/stone1
tile base 39 32 base/stone0
tile base 38 32 base/stone1
tile base 35 32 base/stone4
tile base 34 32 base/stone2
tile base 33 32 base/stone1
tile base 32 32 base/stone3
tile base 31 32 base/stone0
tile base 30 32 base/stone4
tile base 29 32 base/stone4
tile base 28 32 base/stone4
tile base 27 32 base/stone1
tile base 26 32 base/stone4
tile base 25 32 base/stone4
tile base 24 32 base/stone3
tile base 23 32 base/stone1
tile base 22 32 base/stone2
tile base 21 32 base/stone0
tile base 20 32 base/stone3
tile base 19 32 base/stone4
tile base 18 32 base/stone2
tile base 17 32 base/stone0
tile base 16 32 base/stone2
tile base 15 32 base/stone0
tile base 14 32 base/stone0
tile base 13 32 base/stone3
tile base 12 32 base/stone1
tile base 11 32 base/stone2
tile base 10 32 base/stone2
tile base 9 32 base/stone4
tile base 8 32 base/stone2
tile base 7 32 base/stone2
tile base 6 32 base/stone1
tile base 5 32 base/stone1
tile base 4 32 base/stone3
tile base 3 32 base/stone4
tile base 2 32 base/stone3
tile base 1 32 base/stone1
tile base 0 32 base/stone4
tile base 49 31 base/stone0
tile base 48 31 base/stone3
tile base 47 31 base/stone2
tile base 44 31 base/stone4
tile base 43 31 base/stone3
tile base 42 31 base/stone3
tile base 41 31 base/stone3
tile base 40 31 base/stone0
tile base 39 31 base/stone1
tile base 38 31 base/stone0
tile base 37 31 base/stone4
tile base 36 31 base/stone2
tile base 33 31 base/stone1
tile base 32 31 base/stone0
tile base 31 31 base/stone4
tile base 30 31 base/stone0
tile base 29 31 base/stone2
tile base 28 31 base/stone1
tile base 27 31 base/stone4
tile base 26 31 base/stone2
tile base 25 31 base/stone2
tile base 24 31 base/stone1
tile base 23 31 base/stone4
tile base 22 31 base/stone2
tile base 21 31 base/stone3
tile base 20 31 base/stone2
tile base 19 31 base/stone3
tile base 18 31 base/stone2
tile base 17 31 base/stone1
tile base 16 31 base/stone1
tile base 15 31 base/stone0
tile base 14 31 base/stone2
tile base 13 31 base/stone3
tile base 12 31 base/stone0
tile base 11 31 base/stone4
tile base 10 31 base/stone4
tile base 9 31 base/stone3
tile base 8 31 base/stone3
tile base 7 31 base/stone0
tile base 6 31 base/stone1
tile base 5 31 base/stone2
tile base 4 31 base/stone1
tile base 3 31 base/stone4
tile base 2 31 base/stone3
tile base 1 31 base/stone2
tile base 0 31 base/stone4
tile base 49 30 base/stone1
tile base 48 30 base/stone1
tile base 46 30 base/stone4
tile base 43 30 base/stone0
tile base 42 30 base/stone4
tile base 41 30 base/stone3
tile base 40 30 base/stone3
tile base 39 30 base/stone3
tile base 38 30 base/stone1
tile base 37 30 base/stone1
tile base 36 30 base/stone0
tile base 35 30 base/stone4
tile base 34 30 base/stone4
tile base 31 30 base/stone4
tile base 30 30 base/stone3
tile base 29 30 base/stone3
tile base 28 30 base/stone4
tile base 27 30 base/stone4
tile base 26 30 base/stone4
tile base 25 30 base/stone4
tile base 24 30 base/stone4
tile base 23 30 base/stone4
tile base 22 30 base/stone4
tile base 21 30 base/stone1
tile base 20 30 base/stone4
tile base 19 30 base/stone0
tile base 18 30 base/stone2
tile base 17 30 base/stone0
tile base 16 30 base/stone4
tile base 15 30 base/stone1
tile base 14 30 base/stone0
